id	source_file	line	routine	container	english
"message.1actions.MIRROR-ROOM.966.01"	"1actions.zil"	"966"	"MIRROR-ROOM"	"TELL"	"Unfortunately, the mirror has been destroyed by your recklessness."
"message.1actions.MIRROR-MIRROR.975.01"	"1actions.zil"	"975"	"MIRROR-MIRROR"	"TELL"	"You feel a faint tingling transmitted through the "
"message.1actions.MIRROR-MIRROR.975.02"	"1actions.zil"	"975"	"MIRROR-MIRROR"	"TELL"	"."
"message.1actions.MIRROR-MIRROR.993.01"	"1actions.zil"	"993"	"MIRROR-MIRROR"	"TELL"	"There is a rumble from deep within the earth and the room shakes."
"message.1actions.MIRROR-MIRROR.996.01"	"1actions.zil"	"996"	"MIRROR-MIRROR"	"TELL"	"The mirror is broken into many pieces."
"message.1actions.MIRROR-MIRROR.998.01"	"1actions.zil"	"998"	"MIRROR-MIRROR"	"TELL"	"There is an ugly person staring back at you."
"message.1actions.MIRROR-MIRROR.1002.01"	"1actions.zil"	"1002"	"MIRROR-MIRROR"	"TELL"	"The mirror is many times your size. Give up."
"message.1actions.MIRROR-MIRROR.1006.01"	"1actions.zil"	"1006"	"MIRROR-MIRROR"	"TELL"	"Haven't you done enough damage already?"
"message.1actions.MIRROR-MIRROR.1011.01"	"1actions.zil"	"1011"	"MIRROR-MIRROR"	"TELL"	"You have broken the mirror. I hope you have a seven years' supply of\ngood luck handy."
"message.1actions.TORCH-ROOM-FCN.1021.01"	"1actions.zil"	"1021"	"TORCH-ROOM-FCN"	"TELL"	"This is a large room with a prominent doorway leading to a down\nstaircase. Above you is a large dome. Up around the edge of the\ndome (20 feet up) is a wooden railing. In the center of the room\nsits a white marble pedestal."
"message.1actions.TORCH-ROOM-FCN.1027.01"	"1actions.zil"	"1027"	"TORCH-ROOM-FCN"	"TELL"	"A piece of rope descends from the railing above, ending some\nfive feet above your head."
"message.1actions.DOME-ROOM-FCN.1033.01"	"1actions.zil"	"1033"	"DOME-ROOM-FCN"	"TELL"	"You are at the periphery of a large dome, which forms the ceiling\nof another room below. Protecting you from a precipitous drop is a\nwooden railing which circles the dome."
"message.1actions.DOME-ROOM-FCN.1038.01"	"1actions.zil"	"1038"	"DOME-ROOM-FCN"	"TELL"	"Hanging down from the railing is a rope which ends about ten feet\nfrom the floor below."
"message.1actions.DOME-ROOM-FCN.1043.01"	"1actions.zil"	"1043"	"DOME-ROOM-FCN"	"TELL"	"As you enter the dome you feel a strong pull as if from a wind\ndrawing you over the railing and down."
"message.1actions.DOME-ROOM-FCN.1050.01"	"1actions.zil"	"1050"	"DOME-ROOM-FCN"	"JIGS-UP"	"I'm afraid that the leap you attempted has done you in."
"message.1actions.LLD-ROOM.1061.01"	"1actions.zil"	"1061"	"LLD-ROOM"	"TELL"	"You are outside a large gateway, on which is inscribed||\n  Abandon every hope\nall ye who enter here!||\nThe gate is open; through it you can see a desolation, with a pile of\nmangled bodies in one corner. Thousands of voices, lamenting some\nhideous fate, can be heard."
"message.1actions.LLD-ROOM.1069.01"	"1actions.zil"	"1069"	"LLD-ROOM"	"TELL"	"The way through the gate is barred by evil spirits, who jeer at your\nattempts to pass."
"message.1actions.LLD-ROOM.1078.01"	"1actions.zil"	"1078"	"LLD-ROOM"	"TELL"	"You must perform the ceremony."
"message.1actions.LLD-ROOM.1081.01"	"1actions.zil"	"1081"	"LLD-ROOM"	"TELL"	"You aren't equipped for an exorcism."
"message.1actions.LLD-ROOM.1090.01"	"1actions.zil"	"1090"	"LLD-ROOM"	"TELL"	"The bell suddenly becomes red hot and falls to the ground. The\nwraiths, as if paralyzed, stop their jeering and slowly turn to face\nyou. On their ashen faces, the expression of a long-forgotten terror\ntakes shape."
"message.1actions.LLD-ROOM.1096.01"	"1actions.zil"	"1096"	"LLD-ROOM"	"TELL"	"In your confusion, the candles drop to the ground (and they are out)."
"message.1actions.LLD-ROOM.1107.01"	"1actions.zil"	"1107"	"LLD-ROOM"	"TELL"	"Each word of the prayer reverberates through the hall in a deafening\nconfusion. As the last word fades, a voice, loud and commanding,\nspeaks: ""Begone, fiends!"" A heart-stopping scream fills the cavern,\nand the spirits, sensing a greater power, flee through the walls."
"message.1actions.LLD-ROOM.1121.01"	"1actions.zil"	"1121"	"LLD-ROOM"	"TELL"	"The flames flicker wildly and appear to dance. The earth beneath\nyour feet trembles, and your legs nearly buckle beneath you.\nThe spirits cower at your unearthly power."
"message.1actions.I-XB.1135.01"	"1actions.zil"	"1135"	"I-XB"	"TELL"	"The tension of this ceremony is broken, and the wraiths, amused but\nshaken at your clumsy attempt, resume their hideous jeering."
"message.1actions.I-XBH.1147.01"	"1actions.zil"	"1147"	"I-XBH"	"TELL"	"The bell appears to have cooled down."
"message.1actions.DAM-ROOM-FCN.1159.01"	"1actions.zil"	"1159"	"DAM-ROOM-FCN"	"TELL"	"You are standing on the top of the Flood Control Dam #3, which was\nquite a tourist attraction in times far distant. There are paths to\nthe north, south, and west, and a scramble down."
"message.1actions.DAM-ROOM-FCN.1164.01"	"1actions.zil"	"1164"	"DAM-ROOM-FCN"	"TELL"	"The water level behind the dam is low: The sluice gates have been\nopened. Water rushes through the dam and downstream."
"message.1actions.DAM-ROOM-FCN.1168.01"	"1actions.zil"	"1168"	"DAM-ROOM-FCN"	"TELL"	"The sluice gates are open, and water rushes through the dam. The\nwater level behind the dam is still high."
"message.1actions.DAM-ROOM-FCN.1172.01"	"1actions.zil"	"1172"	"DAM-ROOM-FCN"	"TELL"	"The sluice gates are closed. The water level in the reservoir is\nquite low, but the level is rising quickly."
"message.1actions.DAM-ROOM-FCN.1176.01"	"1actions.zil"	"1176"	"DAM-ROOM-FCN"	"TELL"	"The sluice gates on the dam are closed. Behind the dam, there can be\nseen a wide reservoir. Water is pouring over the top of the now\nabandoned dam."
"message.1actions.DAM-ROOM-FCN.1180.01"	"1actions.zil"	"1180"	"DAM-ROOM-FCN"	"TELL"	"There is a control panel here, on which a large metal bolt is mounted.\nDirectly above the bolt is a small green plastic bubble"
"message.1actions.DAM-ROOM-FCN.1183.01"	"1actions.zil"	"1183"	"DAM-ROOM-FCN"	"TELL"	" which is\nglowing serenely"
"message.1actions.DAM-ROOM-FCN.1185.01"	"1actions.zil"	"1185"	"DAM-ROOM-FCN"	"TELL"	"."
"message.1actions.BOLT-F.1196.01"	"1actions.zil"	"1196"	"BOLT-F"	"TELL"	"The sluice gates close and water starts to collect behind the dam."
"message.1actions.BOLT-F.1203.01"	"1actions.zil"	"1203"	"BOLT-F"	"TELL"	"The sluice gates open and water pours through the dam."
"message.1actions.BOLT-F.1208.01"	"1actions.zil"	"1208"	"BOLT-F"	"TELL"	"The bolt won't turn with your best effort."
"message.1actions.BOLT-F.1211.01"	"1actions.zil"	"1211"	"BOLT-F"	"TELL"	"The bolt won't turn using the "
"message.1actions.BOLT-F.1211.02"	"1actions.zil"	"1211"	"BOLT-F"	"TELL"	"."
"message.1actions.BOLT-F.1216.01"	"1actions.zil"	"1216"	"BOLT-F"	"TELL"	"Hmm. It appears the tube contained glue, not oil. Turning the bolt\nwon't get any easier...."
"message.1actions.INTEGRAL-PART.1224.01"	"1actions.zil"	"1224"	"INTEGRAL-PART"	"TELL"	"It is an integral part of the control panel."
"message.1actions.I-RFILL.1237.01"	"1actions.zil"	"1237"	"I-RFILL"	"TELL"	"The boat lifts gently out of the mud and is now floating on\nthe reservoir."
"message.1actions.I-RFILL.1241.01"	"1actions.zil"	"1241"	"I-RFILL"	"JIGS-UP"	"You are lifted up by the rising river! You try to swim, but the\ncurrents are too strong. You come closer, closer to the awesome\nstructure of Flood Control Dam #3. The dam beckons to you.\nThe roar of the water nearly deafens you, but you remain conscious\nas you tumble over the dam toward your certain doom among the rocks\nat its base."
"message.1actions.I-RFILL.1249.01"	"1actions.zil"	"1249"	"I-RFILL"	"TELL"	"A sound, like that of flowing water, starts to come from below."
"message.1actions.I-RFILL.1252.01"	"1actions.zil"	"1252"	"I-RFILL"	"TELL"	"All of a sudden, an alarmingly loud roaring sound fills the room.\nFilled with fear, you scramble away."
"message.1actions.I-RFILL.1257.01"	"1actions.zil"	"1257"	"I-RFILL"	"TELL"	"You notice that the water level has risen to the point that it\nis impossible to cross."
"message.1actions.I-REMPTY.1273.01"	"1actions.zil"	"1273"	"I-REMPTY"	"TELL"	"The water level has dropped to the point at which the boat can no\nlonger stay afloat. It sinks into the mud."
"message.1actions.I-REMPTY.1277.01"	"1actions.zil"	"1277"	"I-REMPTY"	"TELL"	"The roar of rushing water is quieter now."
"message.1actions.I-REMPTY.1280.01"	"1actions.zil"	"1280"	"I-REMPTY"	"TELL"	"The water level is now quite low here and you could easily cross over\nto the other side."
"message.1actions.DROWNINGS.1285.01"	"1actions.zil"	"1285"	"DROWNINGS"	"TABLE"	"up to your ankles."
"message.1actions.DROWNINGS.1286.01"	"1actions.zil"	"1286"	"DROWNINGS"	"TABLE"	"up to your shin."
"message.1actions.DROWNINGS.1287.01"	"1actions.zil"	"1287"	"DROWNINGS"	"TABLE"	"up to your knees."
"message.1actions.DROWNINGS.1288.01"	"1actions.zil"	"1288"	"DROWNINGS"	"TABLE"	"up to your hips."
"message.1actions.DROWNINGS.1289.01"	"1actions.zil"	"1289"	"DROWNINGS"	"TABLE"	"up to your waist."
"message.1actions.DROWNINGS.1290.01"	"1actions.zil"	"1290"	"DROWNINGS"	"TABLE"	"up to your chest."
"message.1actions.DROWNINGS.1291.01"	"1actions.zil"	"1291"	"DROWNINGS"	"TABLE"	"up to your neck."
"message.1actions.DROWNINGS.1292.01"	"1actions.zil"	"1292"	"DROWNINGS"	"TABLE"	"over your head."
"message.1actions.DROWNINGS.1293.01"	"1actions.zil"	"1293"	"DROWNINGS"	"TABLE"	"high in your lungs."
"message.1actions.BUTTON-F.1300.01"	"1actions.zil"	"1300"	"BUTTON-F"	"TELL"	"They're greek to you."
"message.1actions.BUTTON-F.1306.01"	"1actions.zil"	"1306"	"BUTTON-F"	"TELL"	"There is a rumbling sound and a stream of water appears to burst\nfrom the east wall of the room (apparently, a leak has occurred in a\npipe)."
"message.1actions.BUTTON-F.1314.01"	"1actions.zil"	"1314"	"BUTTON-F"	"TELL"	"The blue button appears to be jammed."
"message.1actions.BUTTON-F.1316.01"	"1actions.zil"	"1316"	"BUTTON-F"	"TELL"	"The lights within the room "
"message.1actions.BUTTON-F.1319.01"	"1actions.zil"	"1319"	"BUTTON-F"	"TELL"	"shut off."
"message.1actions.BUTTON-F.1322.01"	"1actions.zil"	"1322"	"BUTTON-F"	"TELL"	"come on."
"message.1actions.BUTTON-F.1326.01"	"1actions.zil"	"1326"	"BUTTON-F"	"TELL"	"Click."
"message.1actions.BUTTON-F.1330.01"	"1actions.zil"	"1330"	"BUTTON-F"	"TELL"	"Click."
"message.1actions.TOOL-CHEST-FCN.1334.01"	"1actions.zil"	"1334"	"TOOL-CHEST-FCN"	"TELL"	"The chests are all empty."
"message.1actions.TOOL-CHEST-FCN.1338.01"	"1actions.zil"	"1338"	"TOOL-CHEST-FCN"	"TELL"	"The chests are so rusty and corroded that they crumble when you\ntouch them."
"message.1actions.TOOL-CHEST-FCN.1341.01"	"1actions.zil"	"1341"	"TOOL-CHEST-FCN"	"TELL"	"The chests are already open."
"message.1actions.I-MAINT-ROOM.1345.01"	"1actions.zil"	"1345"	"I-MAINT-ROOM"	"TELL"	"The water level here is now "
"message.1actions.I-MAINT-ROOM.1350.01"	"1actions.zil"	"1350"	"I-MAINT-ROOM"	"MUNG-ROOM"	"The room is full of water and cannot be entered."
"message.1actions.I-MAINT-ROOM.1354.01"	"1actions.zil"	"1354"	"I-MAINT-ROOM"	"JIGS-UP"	"I'm afraid you have done drowned yourself."
"message.1actions.I-MAINT-ROOM.1358.01"	"1actions.zil"	"1358"	"I-MAINT-ROOM"	"JIGS-UP"	"The rising water carries the boat over the dam, down the river, and over\nthe falls. Tsk, tsk."
"message.1actions.FIX-MAINT-LEAK.1376.01"	"1actions.zil"	"1376"	"FIX-MAINT-LEAK"	"TELL"	"By some miracle of Zorkian technology, you have managed to stop the\nleak in the dam."
"message.1actions.PUTTY-FCN.1384.01"	"1actions.zil"	"1384"	"PUTTY-FCN"	"TELL"	"The all-purpose gunk isn't a lubricant."
"message.1actions.TUBE-FUNCTION.1389.01"	"1actions.zil"	"1389"	"TUBE-FUNCTION"	"TELL"	"The tube refuses to accept anything."
"message.1actions.TUBE-FUNCTION.1394.01"	"1actions.zil"	"1394"	"TUBE-FUNCTION"	"TELL"	"The viscous material oozes into your hand."
"message.1actions.TUBE-FUNCTION.1396.01"	"1actions.zil"	"1396"	"TUBE-FUNCTION"	"TELL"	"The tube is apparently empty."
"message.1actions.TUBE-FUNCTION.1398.01"	"1actions.zil"	"1398"	"TUBE-FUNCTION"	"TELL"	"The tube is closed."
"message.1actions.DAM-FUNCTION.1402.01"	"1actions.zil"	"1402"	"DAM-FUNCTION"	"TELL"	"Sounds reasonable, but this isn't how."
"message.1actions.DAM-FUNCTION.1406.01"	"1actions.zil"	"1406"	"DAM-FUNCTION"	"TELL"	"Are you the little Dutch boy, then? Sorry, this is a big dam."
"message.1actions.DAM-FUNCTION.1409.01"	"1actions.zil"	"1409"	"DAM-FUNCTION"	"TELL"	"With a "
"message.1actions.DAM-FUNCTION.1409.02"	"1actions.zil"	"1409"	"DAM-FUNCTION"	"TELL"	"? Do you know how big this dam is? You could only\nstop a tiny leak with that."
"message.1actions.WITH-TELL.1413.01"	"1actions.zil"	"1413"	"WITH-TELL"	"TELL"	"With a "
"message.1actions.WITH-TELL.1413.02"	"1actions.zil"	"1413"	"WITH-TELL"	"TELL"	"?"
"message.1actions.RESERVOIR-SOUTH-FCN.1419.01"	"1actions.zil"	"1419"	"RESERVOIR-SOUTH-FCN"	"TELL"	"You are in a long room, to the north of which was formerly a lake.\nHowever, with the water level lowered, there is merely a wide stream\nrunning through the center of the room."
"message.1actions.RESERVOIR-SOUTH-FCN.1424.01"	"1actions.zil"	"1424"	"RESERVOIR-SOUTH-FCN"	"TELL"	"You are in a long room. To the north is a large lake, too deep\nto cross. You notice, however, that the water level appears to be\ndropping at a rapid rate. Before long, it might be possible to cross\nto the other side from here."
"message.1actions.RESERVOIR-SOUTH-FCN.1430.01"	"1actions.zil"	"1430"	"RESERVOIR-SOUTH-FCN"	"TELL"	"You are in a long room, to the north of which is a wide area which\nwas formerly a reservoir, but now is merely a stream. You notice,\nhowever, that the level of the stream is rising quickly and that\nbefore long it will be impossible to cross here."
"message.1actions.RESERVOIR-SOUTH-FCN.1436.01"	"1actions.zil"	"1436"	"RESERVOIR-SOUTH-FCN"	"TELL"	"You are in a long room on the south shore of a large lake, far\ntoo deep and wide for crossing."
"message.1actions.RESERVOIR-SOUTH-FCN.1440.01"	"1actions.zil"	"1440"	"RESERVOIR-SOUTH-FCN"	"TELL"	"There is a path along the stream to the east or west, a steep pathway\nclimbing southwest along the edge of a chasm, and a path leading into a\ncanyon to the southeast."
"message.1actions.RESERVOIR-FCN.1450.01"	"1actions.zil"	"1450"	"RESERVOIR-FCN"	"TELL"	"You notice that the water level here is rising rapidly. The currents\nare also becoming stronger. Staying here seems quite perilous!"
"message.1actions.RESERVOIR-FCN.1455.01"	"1actions.zil"	"1455"	"RESERVOIR-FCN"	"TELL"	"You are on what used to be a large lake, but which is now a large\nmud pile. There are ""shores"" to the north and south."
"message.1actions.RESERVOIR-FCN.1459.01"	"1actions.zil"	"1459"	"RESERVOIR-FCN"	"TELL"	"You are on the lake. Beaches can be seen north and south.\nUpstream a small stream enters the lake through a narrow cleft\nin the rocks. The dam can be seen downstream."
"message.1actions.RESERVOIR-NORTH-FCN.1468.01"	"1actions.zil"	"1468"	"RESERVOIR-NORTH-FCN"	"TELL"	"You are in a large cavernous room, the south of which was formerly\na lake. However, with the water level lowered, there is merely\na wide stream running through there."
"message.1actions.RESERVOIR-NORTH-FCN.1473.01"	"1actions.zil"	"1473"	"RESERVOIR-NORTH-FCN"	"TELL"	"You are in a large cavernous area. To the south is a wide lake,\nwhose water level appears to be falling rapidly."
"message.1actions.RESERVOIR-NORTH-FCN.1477.01"	"1actions.zil"	"1477"	"RESERVOIR-NORTH-FCN"	"TELL"	"You are in a cavernous area, to the south of which is a very wide\nstream. The level of the stream is rising rapidly, and it appears\nthat before long it will be impossible to cross to the other side."
"message.1actions.RESERVOIR-NORTH-FCN.1482.01"	"1actions.zil"	"1482"	"RESERVOIR-NORTH-FCN"	"TELL"	"You are in a large cavernous room, north of a large lake."
"message.1actions.RESERVOIR-NORTH-FCN.1485.01"	"1actions.zil"	"1485"	"RESERVOIR-NORTH-FCN"	"TELL"	"There is a slimy stairway leaving the room to the north."
"message.1actions.BOTTLE-FUNCTION.1495.01"	"1actions.zil"	"1495"	"BOTTLE-FUNCTION"	"TELL"	"The bottle hits the far wall and shatters."
"message.1actions.BOTTLE-FUNCTION.1499.01"	"1actions.zil"	"1499"	"BOTTLE-FUNCTION"	"TELL"	"A brilliant maneuver destroys the bottle."
"message.1actions.BOTTLE-FUNCTION.1504.01"	"1actions.zil"	"1504"	"BOTTLE-FUNCTION"	"TELL"	"The water spills to the floor and evaporates."
"message.1actions.CYCLOPS-FCN.1519.01"	"1actions.zil"	"1519"	"CYCLOPS-FCN"	"TELL"	"No use talking to him. He's fast asleep."
"message.1actions.CYCLOPS-FCN.1526.01"	"1actions.zil"	"1526"	"CYCLOPS-FCN"	"TELL"	"The cyclops prefers eating to making conversation."
"message.1actions.CYCLOPS-FCN.1530.01"	"1actions.zil"	"1530"	"CYCLOPS-FCN"	"TELL"	"The cyclops is sleeping like a baby, albeit a very ugly one."
"message.1actions.CYCLOPS-FCN.1533.01"	"1actions.zil"	"1533"	"CYCLOPS-FCN"	"TELL"	"The cyclops yawns and stares at the thing that woke him up."
"message.1actions.CYCLOPS-FCN.1542.01"	"1actions.zil"	"1542"	"CYCLOPS-FCN"	"TELL"	"A hungry cyclops is standing at the foot of the stairs."
"message.1actions.CYCLOPS-FCN.1548.01"	"1actions.zil"	"1548"	"CYCLOPS-FCN"	"TELL"	"The cyclops says ""Mmm Mmm. I love hot peppers! But oh, could I use\na drink. Perhaps I could drink the blood of that thing.""  From the\ngleam in his eye, it could be surmised that you are ""that thing""."
"message.1actions.CYCLOPS-FCN.1562.01"	"1actions.zil"	"1562"	"CYCLOPS-FCN"	"TELL"	"The cyclops takes the bottle, checks that it's open, and drinks the water.\nA moment later, he lets out a yawn that nearly blows you over, and then\nfalls fast asleep (what did you put in that drink, anyway?)."
"message.1actions.CYCLOPS-FCN.1568.01"	"1actions.zil"	"1568"	"CYCLOPS-FCN"	"TELL"	"The cyclops apparently is not thirsty and refuses your generous offer."
"message.1actions.CYCLOPS-FCN.1571.01"	"1actions.zil"	"1571"	"CYCLOPS-FCN"	"TELL"	"The cyclops may be hungry, but there is a limit."
"message.1actions.CYCLOPS-FCN.1574.01"	"1actions.zil"	"1574"	"CYCLOPS-FCN"	"TELL"	"The cyclops is not so stupid as to eat THAT!"
"message.1actions.CYCLOPS-FCN.1579.01"	"1actions.zil"	"1579"	"CYCLOPS-FCN"	"TELL"	"""Do you think I'm as stupid as my father was?"", he says, dodging."
"message.1actions.CYCLOPS-FCN.1582.01"	"1actions.zil"	"1582"	"CYCLOPS-FCN"	"TELL"	"The cyclops shrugs but otherwise ignores your pitiful attempt."
"message.1actions.CYCLOPS-FCN.1588.01"	"1actions.zil"	"1588"	"CYCLOPS-FCN"	"TELL"	"The cyclops doesn't take kindly to being grabbed."
"message.1actions.CYCLOPS-FCN.1591.01"	"1actions.zil"	"1591"	"CYCLOPS-FCN"	"TELL"	"You cannot tie the cyclops, though he is fit to be tied."
"message.1actions.CYCLOPS-FCN.1594.01"	"1actions.zil"	"1594"	"CYCLOPS-FCN"	"TELL"	"You can hear his stomach rumbling."
"message.1actions.I-CYCLOPS.1604.01"	"1actions.zil"	"1604"	"I-CYCLOPS"	"JIGS-UP"	"The cyclops, tired of all of your games and trickery, grabs you firmly.\nAs he licks his chops, he says ""Mmm. Just like Mom used to make 'em.""\nIt's nice to be appreciated."
"message.1actions.CYCLOPS-ROOM-FCN.1619.01"	"1actions.zil"	"1619"	"CYCLOPS-ROOM-FCN"	"TELL"	"This room has an exit on the northwest, and a staircase leading up."
"message.1actions.CYCLOPS-ROOM-FCN.1622.01"	"1actions.zil"	"1622"	"CYCLOPS-ROOM-FCN"	"TELL"	"The cyclops is sleeping blissfully at the foot of the stairs."
"message.1actions.CYCLOPS-ROOM-FCN.1625.01"	"1actions.zil"	"1625"	"CYCLOPS-ROOM-FCN"	"TELL"	"The east wall, previously solid, now has a cyclops-sized opening in it."
"message.1actions.CYCLOPS-ROOM-FCN.1628.01"	"1actions.zil"	"1628"	"CYCLOPS-ROOM-FCN"	"TELL"	"A cyclops, who looks prepared to eat horses (much less mere\nadventurers), blocks the staircase. From his state of health, and\nthe bloodstains on the walls, you gather that he is not very\nfriendly, though he likes people."
"message.1actions.CYCLOPS-ROOM-FCN.1634.01"	"1actions.zil"	"1634"	"CYCLOPS-ROOM-FCN"	"TELL"	"The cyclops is standing in the corner, eyeing you closely. I don't\nthink he likes you very much. He looks extremely hungry, even for a\ncyclops."
"message.1actions.CYCLOPS-ROOM-FCN.1639.01"	"1actions.zil"	"1639"	"CYCLOPS-ROOM-FCN"	"TELL"	"The cyclops, having eaten the hot peppers, appears to be gasping.\nHis enflamed tongue protrudes from his man-sized mouth."
"message.1actions.CYCLOMAD.1646.01"	"1actions.zil"	"1646"	"CYCLOMAD"	"TABLE"	"The cyclops seems somewhat agitated."
"message.1actions.CYCLOMAD.1647.01"	"1actions.zil"	"1647"	"CYCLOMAD"	"TABLE"	"The cyclops appears to be getting more agitated."
"message.1actions.CYCLOMAD.1648.01"	"1actions.zil"	"1648"	"CYCLOMAD"	"TABLE"	"The cyclops is moving about the room, looking for something."
"message.1actions.CYCLOMAD.1649.01"	"1actions.zil"	"1649"	"CYCLOMAD"	"TABLE"	"The cyclops was looking for salt and pepper. No doubt they are\ncondiments for his upcoming snack."
"message.1actions.CYCLOMAD.1651.01"	"1actions.zil"	"1651"	"CYCLOMAD"	"TABLE"	"The cyclops is moving toward you in an unfriendly manner."
"message.1actions.CYCLOMAD.1652.01"	"1actions.zil"	"1652"	"CYCLOMAD"	"TABLE"	"You have two choices: 1. Leave  2. Become dinner."
"message.1actions.LOUD-ROOM-FCN.1663.01"	"1actions.zil"	"1663"	"LOUD-ROOM-FCN"	"TELL"	"This is a large room with a ceiling which cannot be detected from\nthe ground. There is a narrow passage from east to west and a stone\nstairway leading upward."
"message.1actions.LOUD-ROOM-FCN.1668.01"	"1actions.zil"	"1668"	"LOUD-ROOM-FCN"	"TELL"	" The room is eerie in its quietness."
"message.1actions.LOUD-ROOM-FCN.1670.01"	"1actions.zil"	"1670"	"LOUD-ROOM-FCN"	"TELL"	" The room is deafeningly loud with an\nundetermined rushing sound. The sound seems to reverberate from all\nof the walls, making it difficult even to think."
"message.1actions.LOUD-ROOM-FCN.1676.01"	"1actions.zil"	"1676"	"LOUD-ROOM-FCN"	"TELL"	"It is unbearably loud here, with an ear-splitting roar seeming to\ncome from all around you. There is a pounding in your head which won't\nstop. With a tremendous effort, you scramble out of the room."
"message.1actions.LOUD-ROOM-FCN.1691.01"	"1actions.zil"	"1691"	"LOUD-ROOM-FCN"	"TELL"	"The rest of your commands have been lost in the noise."
"message.1actions.LOUD-ROOM-FCN.1695.01"	"1actions.zil"	"1695"	"LOUD-ROOM-FCN"	"TELL"	">"
"message.1actions.LOUD-ROOM-FCN.1698.01"	"1actions.zil"	"1698"	"LOUD-ROOM-FCN"	"TELL"	"I beg your pardon?"
"message.1actions.LOUD-ROOM-FCN.1718.01"	"1actions.zil"	"1718"	"LOUD-ROOM-FCN"	"TELL"	"That's only your opinion."
"message.1actions.LOUD-ROOM-FCN.1723.01"	"1actions.zil"	"1723"	"LOUD-ROOM-FCN"	"TELL"	"The acoustics of the room change subtly."
"message.1actions.DEEP-CANYON-F.1733.01"	"1actions.zil"	"1733"	"DEEP-CANYON-F"	"TELL"	"You are on the south edge of a deep canyon. Passages lead off to the\neast, northwest and southwest. A stairway leads down."
"message.1actions.DEEP-CANYON-F.1737.01"	"1actions.zil"	"1737"	"DEEP-CANYON-F"	"TELL"	" You can hear a loud roaring sound, like that of rushing water, from\nbelow."
"message.1actions.DEEP-CANYON-F.1744.01"	"1actions.zil"	"1744"	"DEEP-CANYON-F"	"TELL"	" You can hear the sound of flowing water from below."
"message.1actions.THIEF-VS-ADVENTURER.1771.01"	"1actions.zil"	"1771"	"THIEF-VS-ADVENTURER"	"TELL"	"Someone carrying a large bag is casually leaning against one of the\nwalls here. He does not speak, but it is clear from his aspect that\nthe bag will be taken only over his dead body."
"message.1actions.THIEF-VS-ADVENTURER.1789.01"	"1actions.zil"	"1789"	"THIEF-VS-ADVENTURER"	"TELL"	"Your opponent, determining discretion to be the better part of\nvalor, decides to terminate this little contretemps. With a rueful\nnod of his head, he steps backward into the gloom and disappears."
"message.1actions.THIEF-VS-ADVENTURER.1800.01"	"1actions.zil"	"1800"	"THIEF-VS-ADVENTURER"	"TELL"	"The holder of the large bag just left, looking disgusted.\nFortunately, he took nothing."
"message.1actions.THIEF-VS-ADVENTURER.1814.01"	"1actions.zil"	"1814"	"THIEF-VS-ADVENTURER"	"TELL"	"A seedy-looking individual with a large bag just wandered through\nthe room. On the way through, he quietly abstracted some valuables from "
"message.1actions.THIEF-VS-ADVENTURER.1817.01"	"1actions.zil"	"1817"	"THIEF-VS-ADVENTURER"	"TELL"	"the room"
"message.1actions.THIEF-VS-ADVENTURER.1819.01"	"1actions.zil"	"1819"	"THIEF-VS-ADVENTURER"	"TELL"	"your possession"
"message.1actions.THIEF-VS-ADVENTURER.1820.01"	"1actions.zil"	"1820"	"THIEF-VS-ADVENTURER"	"TELL"	", mumbling something about\n""Doing unto others before..."""
"message.1actions.THIEF-VS-ADVENTURER.1827.01"	"1actions.zil"	"1827"	"THIEF-VS-ADVENTURER"	"TELL"	"The thief just left, still carrying his large bag. You may\nnot have noticed that he "
"message.1actions.THIEF-VS-ADVENTURER.1831.01"	"1actions.zil"	"1831"	"THIEF-VS-ADVENTURER"	"TELL"	"robbed you blind first."
"message.1actions.THIEF-VS-ADVENTURER.1834.01"	"1actions.zil"	"1834"	"THIEF-VS-ADVENTURER"	"TELL"	"appropriated the valuables in the room."
"message.1actions.THIEF-VS-ADVENTURER.1839.01"	"1actions.zil"	"1839"	"THIEF-VS-ADVENTURER"	"TELL"	"The thief, finding nothing of value, left disgusted."
"message.1actions.THIEF-VS-ADVENTURER.1845.01"	"1actions.zil"	"1845"	"THIEF-VS-ADVENTURER"	"TELL"	"A ""lean and hungry"" gentleman just wandered through, carrying a\nlarge bag. Finding nothing of value, he left disgruntled."
"message.1actions.THIEF-VS-ADVENTURER.1857.01"	"1actions.zil"	"1857"	"THIEF-VS-ADVENTURER"	"TELL"	"The thief just left, still carrying his large bag. You may\nnot have noticed that he "
"message.1actions.THIEF-VS-ADVENTURER.1861.01"	"1actions.zil"	"1861"	"THIEF-VS-ADVENTURER"	"TELL"	"robbed you blind first."
"message.1actions.THIEF-VS-ADVENTURER.1864.01"	"1actions.zil"	"1864"	"THIEF-VS-ADVENTURER"	"TELL"	"appropriated the valuables in the room."
"message.1actions.THIEF-VS-ADVENTURER.1869.01"	"1actions.zil"	"1869"	"THIEF-VS-ADVENTURER"	"TELL"	"The thief, finding nothing of value, left disgusted."
"message.1actions.STOLE-LIGHT?.1879.01"	"1actions.zil"	"1879"	"STOLE-LIGHT?"	"TELL"	"The thief seems to have left you in the dark."
