source_file	line	top_kind	top_name	angle_parent	angle_path	paren_parent	english
"1actions.zil"	"1864"	"ROUTINE"	"THIEF-VS-ADVENTURER"	"TELL"	"ROUTINE/COND/COND/COND/COND/COND/TELL"	"T"	"appropriated the valuables in the room."
"1actions.zil"	"1869"	"ROUTINE"	"THIEF-VS-ADVENTURER"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"T"	"The thief, finding nothing of value, left disgusted."
"1actions.zil"	"1875"	"ROUTINE"	"STOLE-LIGHT?"	"ROUTINE"	"ROUTINE"	"""AUX"""	"AUX"
"1actions.zil"	"1879"	"ROUTINE"	"STOLE-LIGHT?"	"TELL"	"ROUTINE/COND/TELL"	"<AND"	"The thief seems to have left you in the dark."
"1actions.zil"	"1882"	""	""	""	""	""	"SNARF STILETTO IF DROPPED IT"
"1actions.zil"	"1886"	""	""	""	""	""	"PUT HIS BOOTY IN TREASURE ROOM"
"1actions.zil"	"1888"	"ROUTINE"	"HACK-TREASURES"	"ROUTINE"	"ROUTINE"	"""AUX"""	"AUX"
"1actions.zil"	"1897"	"ROUTINE"	"DEPOSIT-BOOTY"	"ROUTINE"	"ROUTINE"	"RM"	"AUX"
"1actions.zil"	"1911"	""	""	""	""	""	"TAKE ALL OF THE VALUABLES SOMEWHERE AND PUT THEM SOMEWHERE ELSE"
"1actions.zil"	"1913"	""	""	""	""	""	"MOVED TO DEMONS"
"1actions.zil"	"1915"	""	""	""	""	""	"ROB MAZE"
"1actions.zil"	"1917"	"ROUTINE"	"ROB-MAZE"	"ROUTINE"	"ROUTINE"	"RM"	"AUX"
"1actions.zil"	"1926"	"ROUTINE"	"ROB-MAZE"	"TELL"	"ROUTINE/REPEAT/COND/TELL"	"<AND"	"You hear, off in the distance, someone saying ""My, I wonder what\nthis fine "
"1actions.zil"	"1927"	"ROUTINE"	"ROB-MAZE"	"TELL"	"ROUTINE/REPEAT/COND/TELL"	"<AND"	" is doing here."""
"1actions.zil"	"1935"	""	""	""	""	""	"STEAL SOME JUNK - moved to DEMONS"
"1actions.zil"	"1937"	""	""	""	""	""	"DROP SOME JUNK - moved to DEMONS"
"1actions.zil"	"1943"	""	""	""	""	""	"ROBBER-FUNCTION -- more prosaic thiefly occupations"
"1actions.zil"	"1947"	"ROUTINE"	"ROBBER-FUNCTION"	"ROUTINE"	"ROUTINE"	"""OPTIONAL"""	"OPTIONAL"
"1actions.zil"	"1947"	"ROUTINE"	"ROBBER-FUNCTION"	"ROUTINE"	"ROUTINE"	"""OPTIONAL"""	"AUX"
"1actions.zil"	"1949"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"The thief is a strong, silent type."
"1actions.zil"	"1955"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<AND"	"The thief, being temporarily incapacitated, is unable to acknowledge\nyour greeting with his usual graciousness."
"1actions.zil"	"1963"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<PROB"	"You evidently frightened the robber, though you didn't hit him. He\nflees"
"1actions.zil"	"1973"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"<FIRST?"	", but the contents of his bag fall on the floor."
"1actions.zil"	"1975"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"T"	"."
"1actions.zil"	"1982"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"T"	"You missed. The thief makes no attempt to take the knife, though it\nwould be a fine addition to the collection in his bag. He does seem\nangered by your attempt."
"1actions.zil"	"1998"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<L?"	"Your proposed victim suddenly recovers consciousness."
"1actions.zil"	"2007"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<G?"	"The thief is taken aback by your unexpected generosity, but accepts\nthe "
"1actions.zil"	"2008"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<G?"	" and stops to admire its beauty."
"1actions.zil"	"2011"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"T"	"The thief places the "
"1actions.zil"	"2011"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"T"	" in his bag and thanks\nyou politely."
"1actions.zil"	"2015"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<VERB?"	"Once you got him, what would you do with him?"
"1actions.zil"	"2018"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<VERB?"	"The thief is a slippery character with beady eyes that flit back\nand forth. He carries, along with an unmistakable arrogance, a large bag\nover his shoulder and a vicious stiletto, whose blade is aimed\nmenacingly in your direction. I'd watch out if I were you."
"1actions.zil"	"2024"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<VERB?"	"The thief says nothing, as you have not been formally introduced."
"1actions.zil"	"2032"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<IN?"	"The robber, somewhat surprised at this turn of events, nimbly\nretrieves his stiletto."
"1actions.zil"	"2044"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/REPEAT/COND/TELL"	"<NOT"	"The chalice is now safe to take."
"1actions.zil"	"2051"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/REPEAT/COND/COND/TELL"	"<NOT"	"As the thief dies, the power of his magic decreases, and his\ntreasures reappear:"
"1actions.zil"	"2053"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/REPEAT/COND/TELL"	"<NOT"	"  A "
"1actions.zil"	"2056"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/REPEAT/COND/COND/TELL"	"<AND"	", with "
"1actions.zil"	"2061"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	".X"	"His booty remains."
"1actions.zil"	"2080"	"ROUTINE"	"ROBBER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<EQUAL?"	"The robber revives, briefly feigning continued unconsciousness, and,\nwhen he sees his moment, scrambles away from you."
"1actions.zil"	"2087"	"GLOBAL"	"ROBBER-C-DESC"	"GLOBAL"	"GLOBAL"	""	"There is a suspicious-looking individual, holding a bag, leaning\nagainst one wall. He is armed with a vicious-looking stiletto."
"1actions.zil"	"2091"	"GLOBAL"	"ROBBER-U-DESC"	"GLOBAL"	"GLOBAL"	""	"There is a suspicious-looking individual lying unconscious on the\nground."
"1actions.zil"	"2098"	"ROUTINE"	"LARGE-BAG-F"	"TELL"	"ROUTINE/COND/COND/TELL"	"<EQUAL?"	"Sadly for you, the robber collapsed on top of the bag. Trying to take\nit would wake him."
"1actions.zil"	"2102"	"ROUTINE"	"LARGE-BAG-F"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"The bag will be taken over his dead body."
"1actions.zil"	"2105"	"ROUTINE"	"LARGE-BAG-F"	"TELL"	"ROUTINE/COND/TELL"	"<AND"	"It would be a good trick."
"1actions.zil"	"2108"	"ROUTINE"	"LARGE-BAG-F"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"Getting close enough would be a good trick."
"1actions.zil"	"2111"	"ROUTINE"	"LARGE-BAG-F"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"The bag is underneath the thief, so one can't say what, if anything, is\ninside."
"1actions.zil"	"2114"	"ROUTINE"	"MOVE-ALL"	"ROUTINE"	"ROUTINE"	"FROM"	"AUX"
"1actions.zil"	"2132"	"ROUTINE"	"CHALICE-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<AND"	"You'd be stabbed in the back first."
"1actions.zil"	"2135"	"ROUTINE"	"CHALICE-FCN"	"TELL"	"ROUTINE/COND/TELL"	"<AND"	"You can't. It's not a very good chalice, is it?"
"1actions.zil"	"2138"	"ROUTINE"	"TREASURE-ROOM-FCN"	"ROUTINE"	"ROUTINE"	"RARG"	"AUX"
"1actions.zil"	"2144"	"ROUTINE"	"TREASURE-ROOM-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<NOT"	"You hear a scream of anguish as you violate the robber's hideaway.\nUsing passages unknown to you, he rushes to its defense."
"1actions.zil"	"2151"	"ROUTINE"	"THIEF-IN-TREASURE"	"ROUTINE"	"ROUTINE"	"""AUX"""	"AUX"
"1actions.zil"	"2155"	"ROUTINE"	"THIEF-IN-TREASURE"	"TELL"	"ROUTINE/COND/TELL"	"<AND"	"The thief gestures mysteriously, and the treasures in the room\nsuddenly vanish."
"1actions.zil"	"2165"	"ROUTINE"	"FRONT-DOOR-FCN"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"The door cannot be opened."
"1actions.zil"	"2168"	"ROUTINE"	"FRONT-DOOR-FCN"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"You cannot burn this door."
"1actions.zil"	"2170"	"ROUTINE"	"FRONT-DOOR-FCN"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"You can't seem to damage the door."
"1actions.zil"	"2172"	"ROUTINE"	"FRONT-DOOR-FCN"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"It won't open."
"1actions.zil"	"2176"	""	""	""	""	""	"SUBTITLE RANDOM FUNCTIONS"
"1actions.zil"	"2180"	"ROUTINE"	"BODY-FUNCTION"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"A force keeps you from taking the bodies."
"1actions.zil"	"2183"	"ROUTINE"	"BODY-FUNCTION"	"JIGS-UP"	"ROUTINE/COND/JIGS-UP"	"<VERB?"	"The voice of the guardian of the dungeon booms out from the darkness,\n""Your disrespect costs you your life!"" and places your head on a sharp\npole."
"1actions.zil"	"2189"	"ROUTINE"	"BLACK-BOOK"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"The book is already open to page 569."
"1actions.zil"	"2191"	"ROUTINE"	"BLACK-BOOK"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"As hard as you try, the book cannot be closed."
"1actions.zil"	"2197"	"ROUTINE"	"BLACK-BOOK"	"TELL"	"ROUTINE/COND/TELL"	"<OR"	"Beside page 569, there is only one other page with any legible printing on\nit. Most of it is unreadable, but the subject seems to be the banishment of\nevil. Apparently, certain noises, lights, and prayers are efficacious in this\nregard."
"1actions.zil"	"2204"	"ROUTINE"	"BLACK-BOOK"	"JIGS-UP"	"ROUTINE/COND/JIGS-UP"	"<VERB?"	"A booming voice says ""Wrong, cretin!"" and you notice that you have\nturned into a pile of dust. How, I can't imagine."
"1actions.zil"	"2211"	"ROUTINE"	"PAINTING-FCN"	"PUTP"	"ROUTINE/COND/PUTP"	"<VERB?"	"There is a worthless piece of canvas here."
"1actions.zil"	"2213"	"ROUTINE"	"PAINTING-FCN"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"Congratulations! Unlike the other vandals, who merely stole the\nartist's masterpieces, you have destroyed one."
"1actions.zil"	"2218"	""	""	""	""	""	"SUBTITLE LET THERE BE LIGHT SOURCES"
"1actions.zil"	"2223"	"GLOBAL"	"LAMP-TABLE"	"TABLE"	"GLOBAL/TABLE"	""	"The lamp appears a bit dimmer."
"1actions.zil"	"2225"	"GLOBAL"	"LAMP-TABLE"	"TABLE"	"GLOBAL/TABLE"	""	"The lamp is definitely dimmer now."
"1actions.zil"	"2227"	"GLOBAL"	"LAMP-TABLE"	"TABLE"	"GLOBAL/TABLE"	""	"The lamp is nearly out."
"1actions.zil"	"2233"	"ROUTINE"	"LANTERN"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"The lamp has smashed into the floor, and the light has gone out."
"1actions.zil"	"2239"	"ROUTINE"	"LANTERN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<FSET?"	"A burned-out lamp won't light."
"1actions.zil"	"2245"	"ROUTINE"	"LANTERN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<FSET?"	"The lamp has already burned out."
"1actions.zil"	"2250"	"ROUTINE"	"LANTERN"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"The lamp "
"1actions.zil"	"2252"	"ROUTINE"	"LANTERN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<FSET?"	"has burned out."
"1actions.zil"	"2254"	"ROUTINE"	"LANTERN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<FSET?"	"is on."
"1actions.zil"	"2256"	"ROUTINE"	"LANTERN"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"is turned off."
"1actions.zil"	"2261"	"ROUTINE"	"MAILBOX-F"	"TELL"	"ROUTINE/COND/TELL"	"<AND"	"It is securely anchored."
"1actions.zil"	"2265"	"ROUTINE"	"MATCH-FUNCTION"	"ROUTINE"	"ROUTINE"	"""AUX"""	"AUX"
"1actions.zil"	"2271"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<NOT"	"I'm afraid that you have run out of matches."
"1actions.zil"	"2274"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<EQUAL?"	"This room is drafty, and the match goes out instantly."
"1actions.zil"	"2279"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"One of the matches starts to burn."
"1actions.zil"	"2285"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/TELL"	"<AND"	"The match is out."
"1actions.zil"	"2289"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<NOT"	"It's pitch black in here!"
"1actions.zil"	"2293"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"You have "
"1actions.zil"	"2295"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<NOT"	"no"
"1actions.zil"	"2297"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	" match"
"1actions.zil"	"2298"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<NOT"	"es."
"1actions.zil"	"2298"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"."
"1actions.zil"	"2302"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"<FSET?"	"The match is burning."
"1actions.zil"	"2305"	"ROUTINE"	"MATCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"The matchbook isn't very interesting, except for what's written on it."
"1actions.zil"	"2309"	"ROUTINE"	"I-MATCH"	"TELL"	"ROUTINE/TELL"	""	"The match has gone out."
"1actions.zil"	"2315"	"ROUTINE"	"I-LANTERN"	"ROUTINE"	"ROUTINE"	"""AUX"""	"AUX"
"1actions.zil"	"2321"	"ROUTINE"	"I-CANDLES"	"ROUTINE"	"ROUTINE"	"""AUX"""	"AUX"
"1actions.zil"	"2335"	"ROUTINE"	"LIGHT-INT"	"TELL"	"ROUTINE/COND/COND/TELL"	"<0?"	"You'd better have more light than from the "
"1actions.zil"	"2335"	"ROUTINE"	"LIGHT-INT"	"TELL"	"ROUTINE/COND/COND/TELL"	"<0?"	"."
"1actions.zil"	"2351"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<FSET?"	"Alas, there's not much left of the candles. Certainly not enough to\nburn."
"1actions.zil"	"2355"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"<FSET?"	"(with the match)"
"1actions.zil"	"2360"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"T"	"You should say what to light them with."
"1actions.zil"	"2364"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<AND"	"The candles are "
"1actions.zil"	"2366"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"<FSET?"	"already lit."
"1actions.zil"	"2369"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"T"	"lit."
"1actions.zil"	"2374"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"<FSET?"	"You realize, just in time, that the candles are already lighted."
"1actions.zil"	"2377"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"T"	"The heat from the torch is so intense that the candles are vaporized."
"1actions.zil"	"2381"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"T"	"You have to light them with something that's burning, you know."
"1actions.zil"	"2384"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<VERB?"	"Let's see, how many objects in a pair? Don't tell me, I'll get it."
"1actions.zil"	"2388"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<FSET?"	"The flame is extinguished."
"1actions.zil"	"2393"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"<NOT"	" It's really dark in here...."
"1actions.zil"	"2396"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"T"	"The candles are not lighted."
"1actions.zil"	"2398"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<AND"	"That wouldn't be smart."
"1actions.zil"	"2400"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<VERB?"	"The candles are "
"1actions.zil"	"2402"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<FSET?"	"burning."
"1actions.zil"	"2403"	"ROUTINE"	"CANDLES-FCN"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"T"	"out."
"1actions.zil"	"2409"	"GLOBAL"	"CANDLE-TABLE"	"TABLE"	"GLOBAL/TABLE"	""	"The candles grow shorter."
"1actions.zil"	"2411"	"GLOBAL"	"CANDLE-TABLE"	"TABLE"	"GLOBAL/TABLE"	""	"The candles are becoming quite short."
"1actions.zil"	"2413"	"GLOBAL"	"CANDLE-TABLE"	"TABLE"	"GLOBAL/TABLE"	""	"The candles won't last long now."
"1actions.zil"	"2424"	"ROUTINE"	"CAVE2-ROOM"	"TELL"	"ROUTINE/COND/COND/TELL"	"<AND"	"A gust of wind blows out your candles!"
"1actions.zil"	"2426"	"ROUTINE"	"CAVE2-ROOM"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<NOT"	"It is now completely dark."
"1actions.zil"	"2430"	""	""	""	""	""	"SUBTITLE ASSORTED WEAPONS"
"1actions.zil"	"2432"	"ROUTINE"	"SWORD-FCN"	"ROUTINE"	"ROUTINE"	"""AUX"""	"AUX"
"1actions.zil"	"2439"	"ROUTINE"	"SWORD-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<EQUAL?"	"Your sword is glowing with a faint blue glow."
"1actions.zil"	"2442"	"ROUTINE"	"SWORD-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<EQUAL?"	"Your sword is glowing very brightly."
"1actions.zil"	"2444"	""	""	""	""	""	"SUBTITLE COAL MINE"
"1actions.zil"	"2446"	"ROUTINE"	"BOOM-ROOM"	"ROUTINE"	"ROUTINE"	"RARG"	"AUX"
"1actions.zil"	"2460"	"ROUTINE"	"BOOM-ROOM"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	".DUMMY?"	"How sad for an aspiring adventurer to light a "
"1actions.zil"	"2460"	"ROUTINE"	"BOOM-ROOM"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	".DUMMY?"	" in a room which\nreeks of gas. Fortunately, there is justice in the world."
"1actions.zil"	"2464"	"ROUTINE"	"BOOM-ROOM"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"T"	"Oh dear. It appears that the smell coming from this room was coal gas.\nI would have thought twice about carrying flaming objects in here."
"1actions.zil"	"2466"	"ROUTINE"	"BOOM-ROOM"	"JIGS-UP"	"ROUTINE/COND/COND/JIGS-UP"	"<OR"	"|\n      ** BOOOOOOOOOOOM **"
"1actions.zil"	"2469"	"ROUTINE"	"BAT-D"	"ROUTINE"	"ROUTINE"	"""OPTIONAL"""	"OPTIONAL"
"1actions.zil"	"2472"	"ROUTINE"	"BAT-D"	"TELL"	"ROUTINE/COND/TELL"	"<EQUAL?"	"In the corner of the room on the ceiling is a large vampire bat who\nis obviously deranged and holding his nose."
"1actions.zil"	"2476"	"ROUTINE"	"BAT-D"	"TELL"	"ROUTINE/COND/TELL"	"T"	"A large vampire bat, hanging from the ceiling, swoops down at you!"
"1actions.zil"	"2481"	"ROUTINE"	"BATS-ROOM"	"TELL"	"ROUTINE/COND/TELL"	"<EQUAL?"	"You are in a small room which has doors only to the east and south."
"1actions.zil"	"2491"	"ROUTINE"	"MACHINE-ROOM-FCN"	"TELL"	"ROUTINE/COND/TELL"	"<EQUAL?"	"This is a large, cold room whose sole exit is to the north. In one\ncorner there is a machine which is reminiscent of a clothes\ndryer. On its face is a switch which is labelled ""START"".\nThe switch does not appear to be manipulable by any human hand (unless the\nfingers are about 1/16 by 1/4 inch). On the front of the machine is a large\nlid, which is "
"1actions.zil"	"2498"	"ROUTINE"	"MACHINE-ROOM-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<FSET?"	"open."
"1actions.zil"	"2499"	"ROUTINE"	"MACHINE-ROOM-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"closed."
"1actions.zil"	"2504"	"ROUTINE"	"MACHINE-F"	"TELL"	"ROUTINE/COND/TELL"	"<AND"	"It is far too large to carry."
"1actions.zil"	"2509"	"ROUTINE"	"MACHINE-F"	"TELL"	"ROUTINE/COND/COND/TELL"	"<FIRST?"	"The lid opens, revealing "
"1actions.zil"	"2511"	"ROUTINE"	"MACHINE-F"	"TELL"	"ROUTINE/COND/COND/TELL"	"<FIRST?"	"."
"1actions.zil"	"2514"	"ROUTINE"	"MACHINE-F"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"The lid opens."
"1actions.zil"	"2518"	"ROUTINE"	"MACHINE-F"	"TELL"	"ROUTINE/COND/COND/TELL"	"<FSET?"	"The lid closes."
"1actions.zil"	"2526"	"ROUTINE"	"MACHINE-F"	"TELL"	"ROUTINE/COND/COND/TELL"	"<NOT"	"It's not clear how to turn it on with your bare hands."
"1actions.zil"	"2531"	"ROUTINE"	"MSWITCH-FUNCTION"	"ROUTINE"	"ROUTINE"	"""AUX"""	"AUX"
"1actions.zil"	"2536"	"ROUTINE"	"MSWITCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<FSET?"	"The machine doesn't seem to want to do anything."
"1actions.zil"	"2538"	"ROUTINE"	"MSWITCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"T"	"The machine comes to life (figuratively) with a dazzling display of\ncolored lights and bizarre noises. After a few moments, the\nexcitement abates."
"1actions.zil"	"2551"	"ROUTINE"	"MSWITCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"It seems that a "
"1actions.zil"	"2551"	"ROUTINE"	"MSWITCH-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	" won't do."
"1actions.zil"	"2556"	"ROUTINE"	"GUNK-FUNCTION"	"TELL"	"ROUTINE/TELL"	""	"The slag was rather insubstantial, and crumbles into dust at your touch."
"1actions.zil"	"2558"	"ROUTINE"	"NO-OBJS"	"ROUTINE"	"ROUTINE"	"RARG"	"AUX"
"1actions.zil"	"2583"	""	""	""	""	""	"SUBTITLE OLD MAN RIVER, THAT OLD MAN RIVER..."
"1actions.zil"	"2599"	"ROUTINE"	"SCEPTRE-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<NOT"	"Suddenly, the rainbow appears to become solid and, I venture,\nwalkable (I think the giveaway was the stairs and bannister)."
"1actions.zil"	"2604"	"ROUTINE"	"SCEPTRE-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/COND/TELL"	"<AND"	"A shimmering pot of gold appears at the end of the rainbow."
"1actions.zil"	"2609"	"ROUTINE"	"SCEPTRE-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"T"	"The rainbow seems to have become somewhat run-of-the-mill."
"1actions.zil"	"2615"	"ROUTINE"	"SCEPTRE-FUNCTION"	"JIGS-UP"	"ROUTINE/COND/COND/JIGS-UP"	"<EQUAL?"	"The structural integrity of the rainbow is severely compromised,\nleaving you hanging in midair, supported only by water vapor. Bye."
"1actions.zil"	"2619"	"ROUTINE"	"SCEPTRE-FUNCTION"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"A dazzling display of color briefly emanates from the sceptre."
"1actions.zil"	"2624"	"ROUTINE"	"FALLS-ROOM"	"TELL"	"ROUTINE/COND/TELL"	"<EQUAL?"	"You are at the top of Aragain Falls, an enormous waterfall with a\ndrop of about 450 feet. The only path here is on the north end."
"1actions.zil"	"2628"	"ROUTINE"	"FALLS-ROOM"	"TELL"	"ROUTINE/COND/COND/TELL"	",RAINBOW-FLAG"	"A solid rainbow spans the falls."
"1actions.zil"	"2631"	"ROUTINE"	"FALLS-ROOM"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"A beautiful rainbow can be seen over the falls and to the west."
"1actions.zil"	"2637"	"ROUTINE"	"RAINBOW-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"<EQUAL?"	"From here?!?"
"1actions.zil"	"2645"	"ROUTINE"	"RAINBOW-FCN"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"T"	"You'll have to say which way..."
"1actions.zil"	"2647"	"ROUTINE"	"RAINBOW-FCN"	"TELL"	"ROUTINE/COND/COND/TELL"	"T"	"Can you walk on water vapor?"
"1actions.zil"	"2650"	"ROUTINE"	"RAINBOW-FCN"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"The Frigid River flows under the rainbow."
"1actions.zil"	"2652"	"ROUTINE"	"DBOAT-FUNCTION"	"ROUTINE"	"ROUTINE"	"""AUX"""	"AUX"
"1actions.zil"	"2658"	"ROUTINE"	"DBOAT-FUNCTION"	"TELL"	"ROUTINE/COND/TELL"	"<VERB?"	"No chance. Some moron punctured it."
"1actions.zil"	"2665"	"ROUTINE"	"FIX-BOAT"	"TELL"	"ROUTINE/TELL"	""	"Well done. The boat is repaired."
"1actions.zil"	"2674"	"ROUTINE"	"RIVER-FUNCTION"	"JIGS-UP"	"ROUTINE/COND/COND/COND/JIGS-UP"	"<EQUAL?"	"You splash around for a while, fighting the current, then you drown."
"1actions.zil"	"2677"	"ROUTINE"	"RIVER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<EQUAL?"	"You should get in the boat then launch it."
"1actions.zil"	"2681"	"ROUTINE"	"RIVER-FUNCTION"	"TELL"	"ROUTINE/COND/COND/COND/TELL"	"<FSET?"	"The "
