id	source_file	line	room	property	english
"room.RIVER-4.UP"	"1dungeon.zil"	"2265"	"RIVER-4"	"UP"	"You cannot go upstream due to strong currents."
"room.RIVER-4.LAND"	"1dungeon.zil"	"2267"	"RIVER-4"	"LAND"	"You can land either to the east or the west."
"room.RIVER-5.LDESC"	"1dungeon.zil"	"2277"	"RIVER-5"	"LDESC"	"The sound of rushing water is nearly unbearable here. On the east\nshore is a large landing area."
"room.RIVER-5.DESC"	"1dungeon.zil"	"2279"	"RIVER-5"	"DESC"	"Frigid River"
"room.RIVER-5.UP"	"1dungeon.zil"	"2280"	"RIVER-5"	"UP"	"You cannot go upstream due to strong currents."
"room.SHORE.LDESC"	"1dungeon.zil"	"2289"	"SHORE"	"LDESC"	"You are on the east shore of the river. The water here seems somewhat\ntreacherous. A path travels from north to south here, the south end\nquickly turning around a sharp corner."
"room.SHORE.DESC"	"1dungeon.zil"	"2292"	"SHORE"	"DESC"	"Shore"
"room.SANDY-BEACH.LDESC"	"1dungeon.zil"	"2302"	"SANDY-BEACH"	"LDESC"	"You are on a large sandy beach on the east shore of the river, which is\nflowing quickly by. A path runs beside the river to the south here, and\na passage is partially buried in sand to the northeast."
"room.SANDY-BEACH.DESC"	"1dungeon.zil"	"2305"	"SANDY-BEACH"	"DESC"	"Sandy Beach"
"room.SANDY-CAVE.LDESC"	"1dungeon.zil"	"2314"	"SANDY-CAVE"	"LDESC"	"This is a sand-filled cave whose exit is to the southwest."
"room.SANDY-CAVE.DESC"	"1dungeon.zil"	"2315"	"SANDY-CAVE"	"DESC"	"Sandy Cave"
"room.ARAGAIN-FALLS.DESC"	"1dungeon.zil"	"2321"	"ARAGAIN-FALLS"	"DESC"	"Aragain Falls"
"room.ARAGAIN-FALLS.DOWN"	"1dungeon.zil"	"2323"	"ARAGAIN-FALLS"	"DOWN"	"It's a long way..."
"room.ON-RAINBOW.LDESC"	"1dungeon.zil"	"2333"	"ON-RAINBOW"	"LDESC"	"You are on top of a rainbow (I bet you never thought you would walk\non a rainbow), with a magnificent view of the Falls. The rainbow\ntravels east-west here."
"room.ON-RAINBOW.DESC"	"1dungeon.zil"	"2336"	"ON-RAINBOW"	"DESC"	"On the Rainbow"
"room.END-OF-RAINBOW.LDESC"	"1dungeon.zil"	"2345"	"END-OF-RAINBOW"	"LDESC"	"You are on a small, rocky beach on the continuation of the Frigid\nRiver past the Falls. The beach is narrow due to the presence of the\nWhite Cliffs. The river canyon opens here and sunlight shines in\nfrom above. A rainbow crosses over the falls to the east and a narrow\npath continues to the southwest."
"room.END-OF-RAINBOW.DESC"	"1dungeon.zil"	"2350"	"END-OF-RAINBOW"	"DESC"	"End of Rainbow"
"room.CANYON-BOTTOM.LDESC"	"1dungeon.zil"	"2361"	"CANYON-BOTTOM"	"LDESC"	"You are beneath the walls of the river canyon which may be climbable\nhere. The lesser part of the runoff of Aragain Falls flows by below.\nTo the north is a narrow path."
"room.CANYON-BOTTOM.DESC"	"1dungeon.zil"	"2364"	"CANYON-BOTTOM"	"DESC"	"Canyon Bottom"
"room.CLIFF-MIDDLE.LDESC"	"1dungeon.zil"	"2373"	"CLIFF-MIDDLE"	"LDESC"	"You are on a ledge about halfway up the wall of the river canyon.\nYou can see from here that the main flow from Aragain Falls twists\nalong a passage which it is impossible for you to enter. Below you is the\ncanyon bottom. Above you is more cliff, which appears\nclimbable."
"room.CLIFF-MIDDLE.DESC"	"1dungeon.zil"	"2378"	"CLIFF-MIDDLE"	"DESC"	"Rocky Ledge"
"room.CANYON-VIEW.LDESC"	"1dungeon.zil"	"2387"	"CANYON-VIEW"	"LDESC"	"You are at the top of the Great Canyon on its west wall. From here\nthere is a marvelous view of the canyon and parts of the Frigid River\nupstream. Across the canyon, the walls of the White Cliffs join the\nmighty ramparts of the Flathead Mountains to the east. Following the\nCanyon upstream to the north, Aragain Falls may be seen, complete with\nrainbow. The mighty Frigid River flows out from a great dark cavern. To\nthe west and south can be seen an immense forest, stretching for miles\naround. A path leads northwest. It is possible to climb down into\nthe canyon from here."
"room.CANYON-VIEW.DESC"	"1dungeon.zil"	"2396"	"CANYON-VIEW"	"DESC"	"Canyon View"
"room.CANYON-VIEW.SOUTH"	"1dungeon.zil"	"2401"	"CANYON-VIEW"	"SOUTH"	"Storm-tossed trees block your way."
"room.MINE-ENTRANCE.LDESC"	"1dungeon.zil"	"2422"	"MINE-ENTRANCE"	"LDESC"	"You are standing at the entrance of what might have been a coal mine.\nThe shaft enters the west wall, and there is another exit on the south\nend of the room."
"room.MINE-ENTRANCE.DESC"	"1dungeon.zil"	"2425"	"MINE-ENTRANCE"	"DESC"	"Mine Entrance"
"room.SQUEEKY-ROOM.LDESC"	"1dungeon.zil"	"2434"	"SQUEEKY-ROOM"	"LDESC"	"You are in a small room. Strange squeaky sounds may be heard coming\nfrom the passage at the north end. You may also escape to the east."
"room.SQUEEKY-ROOM.DESC"	"1dungeon.zil"	"2436"	"SQUEEKY-ROOM"	"DESC"	"Squeaky Room"
"room.BAT-ROOM.DESC"	"1dungeon.zil"	"2443"	"BAT-ROOM"	"DESC"	"Bat Room"
"room.SHAFT-ROOM.LDESC"	"1dungeon.zil"	"2452"	"SHAFT-ROOM"	"LDESC"	"This is a large room, in the middle of which is a small shaft\ndescending through the floor into darkness below. To the west and\nthe north are exits from this room. Constructed over the top of the\nshaft is a metal framework to which a heavy iron chain is attached."
"room.SHAFT-ROOM.DESC"	"1dungeon.zil"	"2456"	"SHAFT-ROOM"	"DESC"	"Shaft Room"
"room.SHAFT-ROOM.DOWN"	"1dungeon.zil"	"2457"	"SHAFT-ROOM"	"DOWN"	"You wouldn't fit and would die if you could."
"room.SMELLY-ROOM.LDESC"	"1dungeon.zil"	"2466"	"SMELLY-ROOM"	"LDESC"	"This is a small nondescript room. However, from the direction\nof a small descending staircase a foul odor can be detected. To the\nsouth is a narrow tunnel."
"room.SMELLY-ROOM.DESC"	"1dungeon.zil"	"2469"	"SMELLY-ROOM"	"DESC"	"Smelly Room"
"room.GAS-ROOM.LDESC"	"1dungeon.zil"	"2479"	"GAS-ROOM"	"LDESC"	"This is a small room which smells strongly of coal gas. There is a\nshort climb up some stairs and a narrow tunnel leading east."
"room.GAS-ROOM.DESC"	"1dungeon.zil"	"2481"	"GAS-ROOM"	"DESC"	"Gas Room"
"room.LADDER-TOP.LDESC"	"1dungeon.zil"	"2492"	"LADDER-TOP"	"LDESC"	"This is a very small room. In the corner is a rickety wooden\nladder, leading downward. It might be safe to descend. There is\nalso a staircase leading upward."
"room.LADDER-TOP.DESC"	"1dungeon.zil"	"2495"	"LADDER-TOP"	"DESC"	"Ladder Top"
"room.LADDER-BOTTOM.LDESC"	"1dungeon.zil"	"2504"	"LADDER-BOTTOM"	"LDESC"	"This is a rather wide room. On one side is the bottom of a\nnarrow wooden ladder. To the west and the south are passages\nleaving the room."
"room.LADDER-BOTTOM.DESC"	"1dungeon.zil"	"2507"	"LADDER-BOTTOM"	"DESC"	"Ladder Bottom"
"room.DEAD-END-5.DESC"	"1dungeon.zil"	"2516"	"DEAD-END-5"	"DESC"	"Dead End"
"room.DEAD-END-5.LDESC"	"1dungeon.zil"	"2517"	"DEAD-END-5"	"LDESC"	"You have come to a dead end in the mine."
"room.TIMBER-ROOM.LDESC"	"1dungeon.zil"	"2524"	"TIMBER-ROOM"	"LDESC"	"This is a long and narrow passage, which is cluttered with broken\ntimbers. A wide passage comes from the east and turns at the\nwest end of the room into a very narrow passageway. From the west\ncomes a strong draft."
"room.TIMBER-ROOM.DESC"	"1dungeon.zil"	"2528"	"TIMBER-ROOM"	"DESC"	"Timber Room"
"room.TIMBER-ROOM.WEST"	"1dungeon.zil"	"2532"	"TIMBER-ROOM"	"WEST"	"You cannot fit through this passage with that load."
"room.LOWER-SHAFT.LDESC"	"1dungeon.zil"	"2539"	"LOWER-SHAFT"	"LDESC"	"This is a small drafty room in which is the bottom of a long\nshaft. To the south is a passageway and to the east a very narrow\npassage. In the shaft can be seen a heavy iron chain."
"room.LOWER-SHAFT.DESC"	"1dungeon.zil"	"2542"	"LOWER-SHAFT"	"DESC"	"Drafty Room"
"room.LOWER-SHAFT.OUT"	"1dungeon.zil"	"2546"	"LOWER-SHAFT"	"OUT"	"You cannot fit through this passage with that load."
"room.LOWER-SHAFT.EAST"	"1dungeon.zil"	"2549"	"LOWER-SHAFT"	"EAST"	"You cannot fit through this passage with that load."
"room.MACHINE-ROOM.DESC"	"1dungeon.zil"	"2556"	"MACHINE-ROOM"	"DESC"	"Machine Room"
"room.MINE-1.LDESC"	"1dungeon.zil"	"2567"	"MINE-1"	"LDESC"	"This is a nondescript part of a coal mine."
"room.MINE-1.DESC"	"1dungeon.zil"	"2568"	"MINE-1"	"DESC"	"Coal Mine"
"room.MINE-2.LDESC"	"1dungeon.zil"	"2576"	"MINE-2"	"LDESC"	"This is a nondescript part of a coal mine."
"room.MINE-2.DESC"	"1dungeon.zil"	"2577"	"MINE-2"	"DESC"	"Coal Mine"
"room.MINE-3.LDESC"	"1dungeon.zil"	"2585"	"MINE-3"	"LDESC"	"This is a nondescript part of a coal mine."
"room.MINE-3.DESC"	"1dungeon.zil"	"2586"	"MINE-3"	"DESC"	"Coal Mine"
"room.MINE-4.LDESC"	"1dungeon.zil"	"2594"	"MINE-4"	"LDESC"	"This is a nondescript part of a coal mine."
"room.MINE-4.DESC"	"1dungeon.zil"	"2595"	"MINE-4"	"DESC"	"Coal Mine"
"room.SLIDE-ROOM.LDESC"	"1dungeon.zil"	"2604"	"SLIDE-ROOM"	"LDESC"	"This is a small chamber, which appears to have been part of a\ncoal mine. On the south wall of the chamber the letters ""Granite\nWall"" are etched in the rock. To the east is a long passage, and\nthere is a steep metal slide twisting downward. To the north is\na small opening."
"room.SLIDE-ROOM.DESC"	"1dungeon.zil"	"2609"	"SLIDE-ROOM"	"DESC"	"Slide Room"
