"id"	"english"	"translation"	"status"	"notes"	"source_file"	"line"	"room"	"property"
"room.NS-PASSAGE.DESC"	"North-South Passage"	"North-South Passage"	"source"	"原文表示"	"1dungeon.zil"	"2002"	"NS-PASSAGE"	"DESC"
"room.CHASM-ROOM.LDESC"	"A chasm runs southwest to northeast and the path follows it. You are\non the south side of the chasm, where a crack opens into a passage."	"A chasm runs southwest to northeast and the path follows it. You are\non the south side of the chasm, where a crack opens into a passage."	"source"	"原文表示"	"1dungeon.zil"	"2011"	"CHASM-ROOM"	"LDESC"
"room.CHASM-ROOM.DESC"	"Chasm"	"Chasm"	"source"	"原文表示"	"1dungeon.zil"	"2013"	"CHASM-ROOM"	"DESC"
"room.CHASM-ROOM.DOWN"	"Are you out of your mind?"	"Are you out of your mind?"	"source"	"原文表示"	"1dungeon.zil"	"2018"	"CHASM-ROOM"	"DOWN"
"room.ENTRANCE-TO-HADES.DESC"	"Entrance to Hades"	"Entrance to Hades"	"source"	"原文表示"	"1dungeon.zil"	"2029"	"ENTRANCE-TO-HADES"	"DESC"
"room.ENTRANCE-TO-HADES.IN"	"Some invisible force prevents you from passing through the gate."	"Some invisible force prevents you from passing through the gate."	"source"	"原文表示"	"1dungeon.zil"	"2032"	"ENTRANCE-TO-HADES"	"IN"
"room.ENTRANCE-TO-HADES.SOUTH"	"Some invisible force prevents you from passing through the gate."	"Some invisible force prevents you from passing through the gate."	"source"	"原文表示"	"1dungeon.zil"	"2034"	"ENTRANCE-TO-HADES"	"SOUTH"
"room.LAND-OF-LIVING-DEAD.LDESC"	"You have entered the Land of the Living Dead. Thousands of lost souls\ncan be heard weeping and moaning. In the corner are stacked the remains\nof dozens of previous adventurers less fortunate than yourself.\nA passage exits to the north."	"You have entered the Land of the Living Dead. Thousands of lost souls\ncan be heard weeping and moaning. In the corner are stacked the remains\nof dozens of previous adventurers less fortunate than yourself.\nA passage exits to the north."	"source"	"原文表示"	"1dungeon.zil"	"2043"	"LAND-OF-LIVING-DEAD"	"LDESC"
"room.LAND-OF-LIVING-DEAD.DESC"	"Land of the Dead"	"Land of the Dead"	"source"	"原文表示"	"1dungeon.zil"	"2047"	"LAND-OF-LIVING-DEAD"	"DESC"
"room.ENGRAVINGS-CAVE.LDESC"	"You have entered a low cave with passages leading northwest and east."	"You have entered a low cave with passages leading northwest and east."	"source"	"原文表示"	"1dungeon.zil"	"2060"	"ENGRAVINGS-CAVE"	"LDESC"
"room.ENGRAVINGS-CAVE.DESC"	"Engravings Cave"	"Engravings Cave"	"source"	"原文表示"	"1dungeon.zil"	"2061"	"ENGRAVINGS-CAVE"	"DESC"
"room.EGYPT-ROOM.LDESC"	"This is a room which looks like an Egyptian tomb. There is an\nascending staircase to the west."	"This is a room which looks like an Egyptian tomb. There is an\nascending staircase to the west."	"source"	"原文表示"	"1dungeon.zil"	"2069"	"EGYPT-ROOM"	"LDESC"
"room.EGYPT-ROOM.DESC"	"Egyptian Room"	"Egyptian Room"	"source"	"原文表示"	"1dungeon.zil"	"2071"	"EGYPT-ROOM"	"DESC"
"room.DOME-ROOM.DESC"	"Dome Room"	"Dome Room"	"source"	"原文表示"	"1dungeon.zil"	"2079"	"DOME-ROOM"	"DESC"
"room.DOME-ROOM.DOWN"	"You cannot go down without fracturing many bones."	"You cannot go down without fracturing many bones."	"source"	"原文表示"	"1dungeon.zil"	"2082"	"DOME-ROOM"	"DOWN"
"room.TORCH-ROOM.DESC"	"Torch Room"	"Torch Room"	"source"	"原文表示"	"1dungeon.zil"	"2089"	"TORCH-ROOM"	"DESC"
"room.TORCH-ROOM.UP"	"You cannot reach the rope."	"You cannot reach the rope."	"source"	"原文表示"	"1dungeon.zil"	"2090"	"TORCH-ROOM"	"UP"
"room.NORTH-TEMPLE.LDESC"	"This is the north end of a large temple. On the east wall is an\nancient inscription, probably a prayer in a long-forgotten language.\nBelow the prayer is a staircase leading down. The west wall is solid\ngranite. The exit to the north end of the room is through huge\nmarble pillars."	"This is the north end of a large temple. On the east wall is an\nancient inscription, probably a prayer in a long-forgotten language.\nBelow the prayer is a staircase leading down. The west wall is solid\ngranite. The exit to the north end of the room is through huge\nmarble pillars."	"source"	"原文表示"	"1dungeon.zil"	"2101"	"NORTH-TEMPLE"	"LDESC"
"room.NORTH-TEMPLE.DESC"	"Temple"	"Temple"	"source"	"原文表示"	"1dungeon.zil"	"2106"	"NORTH-TEMPLE"	"DESC"
"room.SOUTH-TEMPLE.LDESC"	"This is the south end of a large temple. In front of you is what\nappears to be an altar. In one corner is a small hole in the floor\nwhich leads into darkness. You probably could not get back up it."	"This is the south end of a large temple. In front of you is what\nappears to be an altar. In one corner is a small hole in the floor\nwhich leads into darkness. You probably could not get back up it."	"source"	"原文表示"	"1dungeon.zil"	"2120"	"SOUTH-TEMPLE"	"LDESC"
"room.SOUTH-TEMPLE.DESC"	"Altar"	"Altar"	"source"	"原文表示"	"1dungeon.zil"	"2123"	"SOUTH-TEMPLE"	"DESC"
"room.SOUTH-TEMPLE.DOWN"	"You haven't a prayer of getting the coffin down there."	"You haven't a prayer of getting the coffin down there."	"source"	"原文表示"	"1dungeon.zil"	"2127"	"SOUTH-TEMPLE"	"DOWN"
"room.DAM-ROOM.DESC"	"Dam"	"Dam"	"source"	"原文表示"	"1dungeon.zil"	"2137"	"DAM-ROOM"	"DESC"
"room.DAM-LOBBY.LDESC"	"This room appears to have been the waiting room for groups touring\nthe dam. There are open doorways here to the north and east marked\n""Private"", and there is a path leading south over the top of the dam."	"This room appears to have been the waiting room for groups touring\nthe dam. There are open doorways here to the north and east marked\n""Private"", and there is a path leading south over the top of the dam."	"source"	"原文表示"	"1dungeon.zil"	"2150"	"DAM-LOBBY"	"LDESC"
"room.DAM-LOBBY.DESC"	"Dam Lobby"	"Dam Lobby"	"source"	"原文表示"	"1dungeon.zil"	"2153"	"DAM-LOBBY"	"DESC"
"room.MAINTENANCE-ROOM.LDESC"	"This is what appears to have been the maintenance room for Flood\nControl Dam #3. Apparently, this room has been ransacked recently, for\nmost of the valuable equipment is gone. On the wall in front of you is a\ngroup of buttons colored blue, yellow, brown, and red. There are doorways to\nthe west and south."	"This is what appears to have been the maintenance room for Flood\nControl Dam #3. Apparently, this room has been ransacked recently, for\nmost of the valuable equipment is gone. On the wall in front of you is a\ngroup of buttons colored blue, yellow, brown, and red. There are doorways to\nthe west and south."	"source"	"原文表示"	"1dungeon.zil"	"2162"	"MAINTENANCE-ROOM"	"LDESC"
"room.MAINTENANCE-ROOM.DESC"	"Maintenance Room"	"Maintenance Room"	"source"	"原文表示"	"1dungeon.zil"	"2167"	"MAINTENANCE-ROOM"	"DESC"
"room.DAM-BASE.LDESC"	"You are at the base of Flood Control Dam #3, which looms above you\nand to the north. The river Frigid is flowing by here. Along the\nriver are the White Cliffs which seem to form giant walls stretching\nfrom north to south along the shores of the river as it winds its\nway downstream."	"You are at the base of Flood Control Dam #3, which looms above you\nand to the north. The river Frigid is flowing by here. Along the\nriver are the White Cliffs which seem to form giant walls stretching\nfrom north to south along the shores of the river as it winds its\nway downstream."	"source"	"原文表示"	"1dungeon.zil"	"2179"	"DAM-BASE"	"LDESC"
"room.DAM-BASE.DESC"	"Dam Base"	"Dam Base"	"source"	"原文表示"	"1dungeon.zil"	"2184"	"DAM-BASE"	"DESC"
"room.RIVER-1.LDESC"	"You are on the Frigid River in the vicinity of the Dam. The river\nflows quietly here. There is a landing on the west shore."	"You are on the Frigid River in the vicinity of the Dam. The river\nflows quietly here. There is a landing on the west shore."	"source"	"原文表示"	"1dungeon.zil"	"2193"	"RIVER-1"	"LDESC"
"room.RIVER-1.DESC"	"Frigid River"	"Frigid River"	"source"	"原文表示"	"1dungeon.zil"	"2195"	"RIVER-1"	"DESC"
"room.RIVER-1.UP"	"You cannot go upstream due to strong currents."	"You cannot go upstream due to strong currents."	"source"	"原文表示"	"1dungeon.zil"	"2196"	"RIVER-1"	"UP"
"room.RIVER-1.EAST"	"The White Cliffs prevent your landing here."	"The White Cliffs prevent your landing here."	"source"	"原文表示"	"1dungeon.zil"	"2200"	"RIVER-1"	"EAST"
"room.RIVER-2.LDESC"	"The river turns a corner here making it impossible to see the\nDam. The White Cliffs loom on the east bank and large rocks prevent\nlanding on the west."	"The river turns a corner here making it impossible to see the\nDam. The White Cliffs loom on the east bank and large rocks prevent\nlanding on the west."	"source"	"原文表示"	"1dungeon.zil"	"2207"	"RIVER-2"	"LDESC"
"room.RIVER-2.DESC"	"Frigid River"	"Frigid River"	"source"	"原文表示"	"1dungeon.zil"	"2210"	"RIVER-2"	"DESC"
"room.RIVER-2.UP"	"You cannot go upstream due to strong currents."	"You cannot go upstream due to strong currents."	"source"	"原文表示"	"1dungeon.zil"	"2211"	"RIVER-2"	"UP"
"room.RIVER-2.LAND"	"There is no safe landing spot here."	"There is no safe landing spot here."	"source"	"原文表示"	"1dungeon.zil"	"2213"	"RIVER-2"	"LAND"
"room.RIVER-2.EAST"	"The White Cliffs prevent your landing here."	"The White Cliffs prevent your landing here."	"source"	"原文表示"	"1dungeon.zil"	"2214"	"RIVER-2"	"EAST"
"room.RIVER-2.WEST"	"Just in time you steer away from the rocks."	"Just in time you steer away from the rocks."	"source"	"原文表示"	"1dungeon.zil"	"2215"	"RIVER-2"	"WEST"
"room.RIVER-3.LDESC"	"The river descends here into a valley. There is a narrow beach on the\nwest shore below the cliffs. In the distance a faint rumbling can be\nheard."	"The river descends here into a valley. There is a narrow beach on the\nwest shore below the cliffs. In the distance a faint rumbling can be\nheard."	"source"	"原文表示"	"1dungeon.zil"	"2222"	"RIVER-3"	"LDESC"
"room.RIVER-3.DESC"	"Frigid River"	"Frigid River"	"source"	"原文表示"	"1dungeon.zil"	"2225"	"RIVER-3"	"DESC"
"room.RIVER-3.UP"	"You cannot go upstream due to strong currents."	"You cannot go upstream due to strong currents."	"source"	"原文表示"	"1dungeon.zil"	"2226"	"RIVER-3"	"UP"
"room.WHITE-CLIFFS-NORTH.LDESC"	"You are on a narrow strip of beach which runs along the base of the\nWhite Cliffs. There is a narrow path heading south along the Cliffs\nand a tight passage leading west into the cliffs themselves."	"You are on a narrow strip of beach which runs along the base of the\nWhite Cliffs. There is a narrow path heading south along the Cliffs\nand a tight passage leading west into the cliffs themselves."	"source"	"原文表示"	"1dungeon.zil"	"2236"	"WHITE-CLIFFS-NORTH"	"LDESC"
"room.WHITE-CLIFFS-NORTH.DESC"	"White Cliffs Beach"	"White Cliffs Beach"	"source"	"原文表示"	"1dungeon.zil"	"2239"	"WHITE-CLIFFS-NORTH"	"DESC"
"room.WHITE-CLIFFS-NORTH.SOUTH"	"The path is too narrow."	"The path is too narrow."	"source"	"原文表示"	"1dungeon.zil"	"2240"	"WHITE-CLIFFS-NORTH"	"SOUTH"
"room.WHITE-CLIFFS-NORTH.WEST"	"The path is too narrow."	"The path is too narrow."	"source"	"原文表示"	"1dungeon.zil"	"2241"	"WHITE-CLIFFS-NORTH"	"WEST"
"room.WHITE-CLIFFS-SOUTH.LDESC"	"You are on a rocky, narrow strip of beach beside the Cliffs. A\nnarrow path leads north along the shore."	"You are on a rocky, narrow strip of beach beside the Cliffs. A\nnarrow path leads north along the shore."	"source"	"原文表示"	"1dungeon.zil"	"2249"	"WHITE-CLIFFS-SOUTH"	"LDESC"
"room.WHITE-CLIFFS-SOUTH.DESC"	"White Cliffs Beach"	"White Cliffs Beach"	"source"	"原文表示"	"1dungeon.zil"	"2251"	"WHITE-CLIFFS-SOUTH"	"DESC"
"room.WHITE-CLIFFS-SOUTH.NORTH"	"The path is too narrow."	"The path is too narrow."	"source"	"原文表示"	"1dungeon.zil"	"2253"	"WHITE-CLIFFS-SOUTH"	"NORTH"
"room.RIVER-4.LDESC"	"The river is running faster here and the sound ahead appears to be\nthat of rushing water. On the east shore is a sandy beach. A small\narea of beach can also be seen below the cliffs on the west shore."	"The river is running faster here and the sound ahead appears to be\nthat of rushing water. On the east shore is a sandy beach. A small\narea of beach can also be seen below the cliffs on the west shore."	"source"	"原文表示"	"1dungeon.zil"	"2261"	"RIVER-4"	"LDESC"
"room.RIVER-4.DESC"	"Frigid River"	"Frigid River"	"source"	"原文表示"	"1dungeon.zil"	"2264"	"RIVER-4"	"DESC"
"room.RIVER-4.UP"	"You cannot go upstream due to strong currents."	"You cannot go upstream due to strong currents."	"source"	"原文表示"	"1dungeon.zil"	"2265"	"RIVER-4"	"UP"
"room.RIVER-4.LAND"	"You can land either to the east or the west."	"You can land either to the east or the west."	"source"	"原文表示"	"1dungeon.zil"	"2267"	"RIVER-4"	"LAND"
"room.RIVER-5.LDESC"	"The sound of rushing water is nearly unbearable here. On the east\nshore is a large landing area."	"The sound of rushing water is nearly unbearable here. On the east\nshore is a large landing area."	"source"	"原文表示"	"1dungeon.zil"	"2277"	"RIVER-5"	"LDESC"
"room.RIVER-5.DESC"	"Frigid River"	"Frigid River"	"source"	"原文表示"	"1dungeon.zil"	"2279"	"RIVER-5"	"DESC"
"room.RIVER-5.UP"	"You cannot go upstream due to strong currents."	"You cannot go upstream due to strong currents."	"source"	"原文表示"	"1dungeon.zil"	"2280"	"RIVER-5"	"UP"
"room.SHORE.LDESC"	"You are on the east shore of the river. The water here seems somewhat\ntreacherous. A path travels from north to south here, the south end\nquickly turning around a sharp corner."	"You are on the east shore of the river. The water here seems somewhat\ntreacherous. A path travels from north to south here, the south end\nquickly turning around a sharp corner."	"source"	"原文表示"	"1dungeon.zil"	"2289"	"SHORE"	"LDESC"
"room.SHORE.DESC"	"Shore"	"Shore"	"source"	"原文表示"	"1dungeon.zil"	"2292"	"SHORE"	"DESC"
"room.SANDY-BEACH.LDESC"	"You are on a large sandy beach on the east shore of the river, which is\nflowing quickly by. A path runs beside the river to the south here, and\na passage is partially buried in sand to the northeast."	"You are on a large sandy beach on the east shore of the river, which is\nflowing quickly by. A path runs beside the river to the south here, and\na passage is partially buried in sand to the northeast."	"source"	"原文表示"	"1dungeon.zil"	"2302"	"SANDY-BEACH"	"LDESC"
"room.SANDY-BEACH.DESC"	"Sandy Beach"	"Sandy Beach"	"source"	"原文表示"	"1dungeon.zil"	"2305"	"SANDY-BEACH"	"DESC"
"room.SANDY-CAVE.LDESC"	"This is a sand-filled cave whose exit is to the southwest."	"This is a sand-filled cave whose exit is to the southwest."	"source"	"原文表示"	"1dungeon.zil"	"2314"	"SANDY-CAVE"	"LDESC"
"room.SANDY-CAVE.DESC"	"Sandy Cave"	"Sandy Cave"	"source"	"原文表示"	"1dungeon.zil"	"2315"	"SANDY-CAVE"	"DESC"
"room.ARAGAIN-FALLS.DESC"	"Aragain Falls"	"Aragain Falls"	"source"	"原文表示"	"1dungeon.zil"	"2321"	"ARAGAIN-FALLS"	"DESC"
"room.ARAGAIN-FALLS.DOWN"	"It's a long way..."	"It's a long way..."	"source"	"原文表示"	"1dungeon.zil"	"2323"	"ARAGAIN-FALLS"	"DOWN"
"room.ON-RAINBOW.LDESC"	"You are on top of a rainbow (I bet you never thought you would walk\non a rainbow), with a magnificent view of the Falls. The rainbow\ntravels east-west here."	"You are on top of a rainbow (I bet you never thought you would walk\non a rainbow), with a magnificent view of the Falls. The rainbow\ntravels east-west here."	"source"	"原文表示"	"1dungeon.zil"	"2333"	"ON-RAINBOW"	"LDESC"
"room.ON-RAINBOW.DESC"	"On the Rainbow"	"On the Rainbow"	"source"	"原文表示"	"1dungeon.zil"	"2336"	"ON-RAINBOW"	"DESC"
"room.END-OF-RAINBOW.LDESC"	"You are on a small, rocky beach on the continuation of the Frigid\nRiver past the Falls. The beach is narrow due to the presence of the\nWhite Cliffs. The river canyon opens here and sunlight shines in\nfrom above. A rainbow crosses over the falls to the east and a narrow\npath continues to the southwest."	"You are on a small, rocky beach on the continuation of the Frigid\nRiver past the Falls. The beach is narrow due to the presence of the\nWhite Cliffs. The river canyon opens here and sunlight shines in\nfrom above. A rainbow crosses over the falls to the east and a narrow\npath continues to the southwest."	"source"	"原文表示"	"1dungeon.zil"	"2345"	"END-OF-RAINBOW"	"LDESC"
"room.END-OF-RAINBOW.DESC"	"End of Rainbow"	"End of Rainbow"	"source"	"原文表示"	"1dungeon.zil"	"2350"	"END-OF-RAINBOW"	"DESC"
"room.CANYON-BOTTOM.LDESC"	"You are beneath the walls of the river canyon which may be climbable\nhere. The lesser part of the runoff of Aragain Falls flows by below.\nTo the north is a narrow path."	"You are beneath the walls of the river canyon which may be climbable\nhere. The lesser part of the runoff of Aragain Falls flows by below.\nTo the north is a narrow path."	"source"	"原文表示"	"1dungeon.zil"	"2361"	"CANYON-BOTTOM"	"LDESC"
"room.CANYON-BOTTOM.DESC"	"Canyon Bottom"	"Canyon Bottom"	"source"	"原文表示"	"1dungeon.zil"	"2364"	"CANYON-BOTTOM"	"DESC"
"room.CLIFF-MIDDLE.LDESC"	"You are on a ledge about halfway up the wall of the river canyon.\nYou can see from here that the main flow from Aragain Falls twists\nalong a passage which it is impossible for you to enter. Below you is the\ncanyon bottom. Above you is more cliff, which appears\nclimbable."	"You are on a ledge about halfway up the wall of the river canyon.\nYou can see from here that the main flow from Aragain Falls twists\nalong a passage which it is impossible for you to enter. Below you is the\ncanyon bottom. Above you is more cliff, which appears\nclimbable."	"source"	"原文表示"	"1dungeon.zil"	"2373"	"CLIFF-MIDDLE"	"LDESC"
"room.CLIFF-MIDDLE.DESC"	"Rocky Ledge"	"Rocky Ledge"	"source"	"原文表示"	"1dungeon.zil"	"2378"	"CLIFF-MIDDLE"	"DESC"
"room.CANYON-VIEW.LDESC"	"You are at the top of the Great Canyon on its west wall. From here\nthere is a marvelous view of the canyon and parts of the Frigid River\nupstream. Across the canyon, the walls of the White Cliffs join the\nmighty ramparts of the Flathead Mountains to the east. Following the\nCanyon upstream to the north, Aragain Falls may be seen, complete with\nrainbow. The mighty Frigid River flows out from a great dark cavern. To\nthe west and south can be seen an immense forest, stretching for miles\naround. A path leads northwest. It is possible to climb down into\nthe canyon from here."	"You are at the top of the Great Canyon on its west wall. From here\nthere is a marvelous view of the canyon and parts of the Frigid River\nupstream. Across the canyon, the walls of the White Cliffs join the\nmighty ramparts of the Flathead Mountains to the east. Following the\nCanyon upstream to the north, Aragain Falls may be seen, complete with\nrainbow. The mighty Frigid River flows out from a great dark cavern. To\nthe west and south can be seen an immense forest, stretching for miles\naround. A path leads northwest. It is possible to climb down into\nthe canyon from here."	"source"	"原文表示"	"1dungeon.zil"	"2387"	"CANYON-VIEW"	"LDESC"
"room.CANYON-VIEW.DESC"	"Canyon View"	"Canyon View"	"source"	"原文表示"	"1dungeon.zil"	"2396"	"CANYON-VIEW"	"DESC"
"room.CANYON-VIEW.SOUTH"	"Storm-tossed trees block your way."	"Storm-tossed trees block your way."	"source"	"原文表示"	"1dungeon.zil"	"2401"	"CANYON-VIEW"	"SOUTH"
"room.MINE-ENTRANCE.LDESC"	"You are standing at the entrance of what might have been a coal mine.\nThe shaft enters the west wall, and there is another exit on the south\nend of the room."	"You are standing at the entrance of what might have been a coal mine.\nThe shaft enters the west wall, and there is another exit on the south\nend of the room."	"source"	"原文表示"	"1dungeon.zil"	"2422"	"MINE-ENTRANCE"	"LDESC"
"room.MINE-ENTRANCE.DESC"	"Mine Entrance"	"Mine Entrance"	"source"	"原文表示"	"1dungeon.zil"	"2425"	"MINE-ENTRANCE"	"DESC"
"room.SQUEEKY-ROOM.LDESC"	"You are in a small room. Strange squeaky sounds may be heard coming\nfrom the passage at the north end. You may also escape to the east."	"You are in a small room. Strange squeaky sounds may be heard coming\nfrom the passage at the north end. You may also escape to the east."	"source"	"原文表示"	"1dungeon.zil"	"2434"	"SQUEEKY-ROOM"	"LDESC"
"room.SQUEEKY-ROOM.DESC"	"Squeaky Room"	"Squeaky Room"	"source"	"原文表示"	"1dungeon.zil"	"2436"	"SQUEEKY-ROOM"	"DESC"
"room.BAT-ROOM.DESC"	"Bat Room"	"Bat Room"	"source"	"原文表示"	"1dungeon.zil"	"2443"	"BAT-ROOM"	"DESC"
"room.SHAFT-ROOM.LDESC"	"This is a large room, in the middle of which is a small shaft\ndescending through the floor into darkness below. To the west and\nthe north are exits from this room. Constructed over the top of the\nshaft is a metal framework to which a heavy iron chain is attached."	"This is a large room, in the middle of which is a small shaft\ndescending through the floor into darkness below. To the west and\nthe north are exits from this room. Constructed over the top of the\nshaft is a metal framework to which a heavy iron chain is attached."	"source"	"原文表示"	"1dungeon.zil"	"2452"	"SHAFT-ROOM"	"LDESC"
"room.SHAFT-ROOM.DESC"	"Shaft Room"	"Shaft Room"	"source"	"原文表示"	"1dungeon.zil"	"2456"	"SHAFT-ROOM"	"DESC"
"room.SHAFT-ROOM.DOWN"	"You wouldn't fit and would die if you could."	"You wouldn't fit and would die if you could."	"source"	"原文表示"	"1dungeon.zil"	"2457"	"SHAFT-ROOM"	"DOWN"
"room.SMELLY-ROOM.LDESC"	"This is a small nondescript room. However, from the direction\nof a small descending staircase a foul odor can be detected. To the\nsouth is a narrow tunnel."	"This is a small nondescript room. However, from the direction\nof a small descending staircase a foul odor can be detected. To the\nsouth is a narrow tunnel."	"source"	"原文表示"	"1dungeon.zil"	"2466"	"SMELLY-ROOM"	"LDESC"
"room.SMELLY-ROOM.DESC"	"Smelly Room"	"Smelly Room"	"source"	"原文表示"	"1dungeon.zil"	"2469"	"SMELLY-ROOM"	"DESC"
"room.GAS-ROOM.LDESC"	"This is a small room which smells strongly of coal gas. There is a\nshort climb up some stairs and a narrow tunnel leading east."	"This is a small room which smells strongly of coal gas. There is a\nshort climb up some stairs and a narrow tunnel leading east."	"source"	"原文表示"	"1dungeon.zil"	"2479"	"GAS-ROOM"	"LDESC"
"room.GAS-ROOM.DESC"	"Gas Room"	"Gas Room"	"source"	"原文表示"	"1dungeon.zil"	"2481"	"GAS-ROOM"	"DESC"
"room.LADDER-TOP.LDESC"	"This is a very small room. In the corner is a rickety wooden\nladder, leading downward. It might be safe to descend. There is\nalso a staircase leading upward."	"This is a very small room. In the corner is a rickety wooden\nladder, leading downward. It might be safe to descend. There is\nalso a staircase leading upward."	"source"	"原文表示"	"1dungeon.zil"	"2492"	"LADDER-TOP"	"LDESC"
"room.LADDER-TOP.DESC"	"Ladder Top"	"Ladder Top"	"source"	"原文表示"	"1dungeon.zil"	"2495"	"LADDER-TOP"	"DESC"
"room.LADDER-BOTTOM.LDESC"	"This is a rather wide room. On one side is the bottom of a\nnarrow wooden ladder. To the west and the south are passages\nleaving the room."	"This is a rather wide room. On one side is the bottom of a\nnarrow wooden ladder. To the west and the south are passages\nleaving the room."	"source"	"原文表示"	"1dungeon.zil"	"2504"	"LADDER-BOTTOM"	"LDESC"
"room.LADDER-BOTTOM.DESC"	"Ladder Bottom"	"Ladder Bottom"	"source"	"原文表示"	"1dungeon.zil"	"2507"	"LADDER-BOTTOM"	"DESC"
"room.DEAD-END-5.DESC"	"Dead End"	"Dead End"	"source"	"原文表示"	"1dungeon.zil"	"2516"	"DEAD-END-5"	"DESC"
"room.DEAD-END-5.LDESC"	"You have come to a dead end in the mine."	"You have come to a dead end in the mine."	"source"	"原文表示"	"1dungeon.zil"	"2517"	"DEAD-END-5"	"LDESC"
"room.TIMBER-ROOM.LDESC"	"This is a long and narrow passage, which is cluttered with broken\ntimbers. A wide passage comes from the east and turns at the\nwest end of the room into a very narrow passageway. From the west\ncomes a strong draft."	"This is a long and narrow passage, which is cluttered with broken\ntimbers. A wide passage comes from the east and turns at the\nwest end of the room into a very narrow passageway. From the west\ncomes a strong draft."	"source"	"原文表示"	"1dungeon.zil"	"2524"	"TIMBER-ROOM"	"LDESC"
"room.TIMBER-ROOM.DESC"	"Timber Room"	"Timber Room"	"source"	"原文表示"	"1dungeon.zil"	"2528"	"TIMBER-ROOM"	"DESC"
"room.TIMBER-ROOM.WEST"	"You cannot fit through this passage with that load."	"You cannot fit through this passage with that load."	"source"	"原文表示"	"1dungeon.zil"	"2532"	"TIMBER-ROOM"	"WEST"
"room.LOWER-SHAFT.LDESC"	"This is a small drafty room in which is the bottom of a long\nshaft. To the south is a passageway and to the east a very narrow\npassage. In the shaft can be seen a heavy iron chain."	"This is a small drafty room in which is the bottom of a long\nshaft. To the south is a passageway and to the east a very narrow\npassage. In the shaft can be seen a heavy iron chain."	"source"	"原文表示"	"1dungeon.zil"	"2539"	"LOWER-SHAFT"	"LDESC"
"room.LOWER-SHAFT.DESC"	"Drafty Room"	"Drafty Room"	"source"	"原文表示"	"1dungeon.zil"	"2542"	"LOWER-SHAFT"	"DESC"
"room.LOWER-SHAFT.OUT"	"You cannot fit through this passage with that load."	"You cannot fit through this passage with that load."	"source"	"原文表示"	"1dungeon.zil"	"2546"	"LOWER-SHAFT"	"OUT"
"room.LOWER-SHAFT.EAST"	"You cannot fit through this passage with that load."	"You cannot fit through this passage with that load."	"source"	"原文表示"	"1dungeon.zil"	"2549"	"LOWER-SHAFT"	"EAST"
"room.MACHINE-ROOM.DESC"	"Machine Room"	"Machine Room"	"source"	"原文表示"	"1dungeon.zil"	"2556"	"MACHINE-ROOM"	"DESC"
"room.MINE-1.LDESC"	"This is a nondescript part of a coal mine."	"This is a nondescript part of a coal mine."	"source"	"原文表示"	"1dungeon.zil"	"2567"	"MINE-1"	"LDESC"
"room.MINE-1.DESC"	"Coal Mine"	"Coal Mine"	"source"	"原文表示"	"1dungeon.zil"	"2568"	"MINE-1"	"DESC"
"room.MINE-2.LDESC"	"This is a nondescript part of a coal mine."	"This is a nondescript part of a coal mine."	"source"	"原文表示"	"1dungeon.zil"	"2576"	"MINE-2"	"LDESC"
"room.MINE-2.DESC"	"Coal Mine"	"Coal Mine"	"source"	"原文表示"	"1dungeon.zil"	"2577"	"MINE-2"	"DESC"
"room.MINE-3.LDESC"	"This is a nondescript part of a coal mine."	"This is a nondescript part of a coal mine."	"source"	"原文表示"	"1dungeon.zil"	"2585"	"MINE-3"	"LDESC"
"room.MINE-3.DESC"	"Coal Mine"	"Coal Mine"	"source"	"原文表示"	"1dungeon.zil"	"2586"	"MINE-3"	"DESC"
"room.MINE-4.LDESC"	"This is a nondescript part of a coal mine."	"This is a nondescript part of a coal mine."	"source"	"原文表示"	"1dungeon.zil"	"2594"	"MINE-4"	"LDESC"
"room.MINE-4.DESC"	"Coal Mine"	"Coal Mine"	"source"	"原文表示"	"1dungeon.zil"	"2595"	"MINE-4"	"DESC"
"room.SLIDE-ROOM.LDESC"	"This is a small chamber, which appears to have been part of a\ncoal mine. On the south wall of the chamber the letters ""Granite\nWall"" are etched in the rock. To the east is a long passage, and\nthere is a steep metal slide twisting downward. To the north is\na small opening."	"This is a small chamber, which appears to have been part of a\ncoal mine. On the south wall of the chamber the letters ""Granite\nWall"" are etched in the rock. To the east is a long passage, and\nthere is a steep metal slide twisting downward. To the north is\na small opening."	"source"	"原文表示"	"1dungeon.zil"	"2604"	"SLIDE-ROOM"	"LDESC"
"room.SLIDE-ROOM.DESC"	"Slide Room"	"Slide Room"	"source"	"原文表示"	"1dungeon.zil"	"2609"	"SLIDE-ROOM"	"DESC"
