"id"	"english"	"translation"	"status"	"notes"	"source_file"	"line"	"routine"	"container"
"message.1actions.CYCLOPS-FCN.1568.01"	"The cyclops apparently is not thirsty and refuses your generous offer."	"The cyclops apparently is not thirsty and refuses your generous offer."	"source"	"原文表示"	"1actions.zil"	"1568"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1571.01"	"The cyclops may be hungry, but there is a limit."	"The cyclops may be hungry, but there is a limit."	"source"	"原文表示"	"1actions.zil"	"1571"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1574.01"	"The cyclops is not so stupid as to eat THAT!"	"The cyclops is not so stupid as to eat THAT!"	"source"	"原文表示"	"1actions.zil"	"1574"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1579.01"	"""Do you think I'm as stupid as my father was?"", he says, dodging."	"""Do you think I'm as stupid as my father was?"", he says, dodging."	"source"	"原文表示"	"1actions.zil"	"1579"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1582.01"	"The cyclops shrugs but otherwise ignores your pitiful attempt."	"The cyclops shrugs but otherwise ignores your pitiful attempt."	"source"	"原文表示"	"1actions.zil"	"1582"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1588.01"	"The cyclops doesn't take kindly to being grabbed."	"The cyclops doesn't take kindly to being grabbed."	"source"	"原文表示"	"1actions.zil"	"1588"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1591.01"	"You cannot tie the cyclops, though he is fit to be tied."	"You cannot tie the cyclops, though he is fit to be tied."	"source"	"原文表示"	"1actions.zil"	"1591"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1594.01"	"You can hear his stomach rumbling."	"You can hear his stomach rumbling."	"source"	"原文表示"	"1actions.zil"	"1594"	"CYCLOPS-FCN"	"TELL"
"message.1actions.I-CYCLOPS.1604.01"	"The cyclops, tired of all of your games and trickery, grabs you firmly.\nAs he licks his chops, he says ""Mmm. Just like Mom used to make 'em.""\nIt's nice to be appreciated."	"The cyclops, tired of all of your games and trickery, grabs you firmly.\nAs he licks his chops, he says ""Mmm. Just like Mom used to make 'em.""\nIt's nice to be appreciated."	"source"	"原文表示"	"1actions.zil"	"1604"	"I-CYCLOPS"	"JIGS-UP"
"message.1actions.CYCLOPS-ROOM-FCN.1619.01"	"This room has an exit on the northwest, and a staircase leading up."	"This room has an exit on the northwest, and a staircase leading up."	"source"	"原文表示"	"1actions.zil"	"1619"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOPS-ROOM-FCN.1622.01"	"The cyclops is sleeping blissfully at the foot of the stairs."	"The cyclops is sleeping blissfully at the foot of the stairs."	"source"	"原文表示"	"1actions.zil"	"1622"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOPS-ROOM-FCN.1625.01"	"The east wall, previously solid, now has a cyclops-sized opening in it."	"The east wall, previously solid, now has a cyclops-sized opening in it."	"source"	"原文表示"	"1actions.zil"	"1625"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOPS-ROOM-FCN.1628.01"	"A cyclops, who looks prepared to eat horses (much less mere\nadventurers), blocks the staircase. From his state of health, and\nthe bloodstains on the walls, you gather that he is not very\nfriendly, though he likes people."	"A cyclops, who looks prepared to eat horses (much less mere\nadventurers), blocks the staircase. From his state of health, and\nthe bloodstains on the walls, you gather that he is not very\nfriendly, though he likes people."	"source"	"原文表示"	"1actions.zil"	"1628"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOPS-ROOM-FCN.1634.01"	"The cyclops is standing in the corner, eyeing you closely. I don't\nthink he likes you very much. He looks extremely hungry, even for a\ncyclops."	"The cyclops is standing in the corner, eyeing you closely. I don't\nthink he likes you very much. He looks extremely hungry, even for a\ncyclops."	"source"	"原文表示"	"1actions.zil"	"1634"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOPS-ROOM-FCN.1639.01"	"The cyclops, having eaten the hot peppers, appears to be gasping.\nHis enflamed tongue protrudes from his man-sized mouth."	"The cyclops, having eaten the hot peppers, appears to be gasping.\nHis enflamed tongue protrudes from his man-sized mouth."	"source"	"原文表示"	"1actions.zil"	"1639"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOMAD.1646.01"	"The cyclops seems somewhat agitated."	"The cyclops seems somewhat agitated."	"source"	"原文表示"	"1actions.zil"	"1646"	"CYCLOMAD"	"TABLE"
"message.1actions.CYCLOMAD.1647.01"	"The cyclops appears to be getting more agitated."	"The cyclops appears to be getting more agitated."	"source"	"原文表示"	"1actions.zil"	"1647"	"CYCLOMAD"	"TABLE"
"message.1actions.CYCLOMAD.1648.01"	"The cyclops is moving about the room, looking for something."	"The cyclops is moving about the room, looking for something."	"source"	"原文表示"	"1actions.zil"	"1648"	"CYCLOMAD"	"TABLE"
"message.1actions.CYCLOMAD.1649.01"	"The cyclops was looking for salt and pepper. No doubt they are\ncondiments for his upcoming snack."	"The cyclops was looking for salt and pepper. No doubt they are\ncondiments for his upcoming snack."	"source"	"原文表示"	"1actions.zil"	"1649"	"CYCLOMAD"	"TABLE"
"message.1actions.CYCLOMAD.1651.01"	"The cyclops is moving toward you in an unfriendly manner."	"The cyclops is moving toward you in an unfriendly manner."	"source"	"原文表示"	"1actions.zil"	"1651"	"CYCLOMAD"	"TABLE"
"message.1actions.CYCLOMAD.1652.01"	"You have two choices: 1. Leave  2. Become dinner."	"You have two choices: 1. Leave  2. Become dinner."	"source"	"原文表示"	"1actions.zil"	"1652"	"CYCLOMAD"	"TABLE"
"message.1actions.LOUD-ROOM-FCN.1663.01"	"This is a large room with a ceiling which cannot be detected from\nthe ground. There is a narrow passage from east to west and a stone\nstairway leading upward."	"This is a large room with a ceiling which cannot be detected from\nthe ground. There is a narrow passage from east to west and a stone\nstairway leading upward."	"source"	"原文表示"	"1actions.zil"	"1663"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1668.01"	" The room is eerie in its quietness."	" The room is eerie in its quietness."	"source"	"原文表示"	"1actions.zil"	"1668"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1670.01"	" The room is deafeningly loud with an\nundetermined rushing sound. The sound seems to reverberate from all\nof the walls, making it difficult even to think."	" The room is deafeningly loud with an\nundetermined rushing sound. The sound seems to reverberate from all\nof the walls, making it difficult even to think."	"source"	"原文表示"	"1actions.zil"	"1670"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1676.01"	"It is unbearably loud here, with an ear-splitting roar seeming to\ncome from all around you. There is a pounding in your head which won't\nstop. With a tremendous effort, you scramble out of the room."	"It is unbearably loud here, with an ear-splitting roar seeming to\ncome from all around you. There is a pounding in your head which won't\nstop. With a tremendous effort, you scramble out of the room."	"source"	"原文表示"	"1actions.zil"	"1676"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1691.01"	"The rest of your commands have been lost in the noise."	"The rest of your commands have been lost in the noise."	"source"	"原文表示"	"1actions.zil"	"1691"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1695.01"	">"	">"	"source"	"原文表示"	"1actions.zil"	"1695"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1698.01"	"I beg your pardon?"	"I beg your pardon?"	"source"	"原文表示"	"1actions.zil"	"1698"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1718.01"	"That's only your opinion."	"That's only your opinion."	"source"	"原文表示"	"1actions.zil"	"1718"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1723.01"	"The acoustics of the room change subtly."	"The acoustics of the room change subtly."	"source"	"原文表示"	"1actions.zil"	"1723"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.DEEP-CANYON-F.1733.01"	"You are on the south edge of a deep canyon. Passages lead off to the\neast, northwest and southwest. A stairway leads down."	"You are on the south edge of a deep canyon. Passages lead off to the\neast, northwest and southwest. A stairway leads down."	"source"	"原文表示"	"1actions.zil"	"1733"	"DEEP-CANYON-F"	"TELL"
"message.1actions.DEEP-CANYON-F.1737.01"	" You can hear a loud roaring sound, like that of rushing water, from\nbelow."	" You can hear a loud roaring sound, like that of rushing water, from\nbelow."	"source"	"原文表示"	"1actions.zil"	"1737"	"DEEP-CANYON-F"	"TELL"
"message.1actions.DEEP-CANYON-F.1744.01"	" You can hear the sound of flowing water from below."	" You can hear the sound of flowing water from below."	"source"	"原文表示"	"1actions.zil"	"1744"	"DEEP-CANYON-F"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1771.01"	"Someone carrying a large bag is casually leaning against one of the\nwalls here. He does not speak, but it is clear from his aspect that\nthe bag will be taken only over his dead body."	"Someone carrying a large bag is casually leaning against one of the\nwalls here. He does not speak, but it is clear from his aspect that\nthe bag will be taken only over his dead body."	"source"	"原文表示"	"1actions.zil"	"1771"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1789.01"	"Your opponent, determining discretion to be the better part of\nvalor, decides to terminate this little contretemps. With a rueful\nnod of his head, he steps backward into the gloom and disappears."	"Your opponent, determining discretion to be the better part of\nvalor, decides to terminate this little contretemps. With a rueful\nnod of his head, he steps backward into the gloom and disappears."	"source"	"原文表示"	"1actions.zil"	"1789"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1800.01"	"The holder of the large bag just left, looking disgusted.\nFortunately, he took nothing."	"The holder of the large bag just left, looking disgusted.\nFortunately, he took nothing."	"source"	"原文表示"	"1actions.zil"	"1800"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1814.01"	"A seedy-looking individual with a large bag just wandered through\nthe room. On the way through, he quietly abstracted some valuables from "	"A seedy-looking individual with a large bag just wandered through\nthe room. On the way through, he quietly abstracted some valuables from "	"source"	"原文表示"	"1actions.zil"	"1814"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1817.01"	"the room"	"the room"	"source"	"原文表示"	"1actions.zil"	"1817"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1819.01"	"your possession"	"your possession"	"source"	"原文表示"	"1actions.zil"	"1819"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1820.01"	", mumbling something about\n""Doing unto others before..."""	", mumbling something about\n""Doing unto others before..."""	"source"	"原文表示"	"1actions.zil"	"1820"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1827.01"	"The thief just left, still carrying his large bag. You may\nnot have noticed that he "	"The thief just left, still carrying his large bag. You may\nnot have noticed that he "	"source"	"原文表示"	"1actions.zil"	"1827"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1831.01"	"robbed you blind first."	"robbed you blind first."	"source"	"原文表示"	"1actions.zil"	"1831"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1834.01"	"appropriated the valuables in the room."	"appropriated the valuables in the room."	"source"	"原文表示"	"1actions.zil"	"1834"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1839.01"	"The thief, finding nothing of value, left disgusted."	"The thief, finding nothing of value, left disgusted."	"source"	"原文表示"	"1actions.zil"	"1839"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1845.01"	"A ""lean and hungry"" gentleman just wandered through, carrying a\nlarge bag. Finding nothing of value, he left disgruntled."	"A ""lean and hungry"" gentleman just wandered through, carrying a\nlarge bag. Finding nothing of value, he left disgruntled."	"source"	"原文表示"	"1actions.zil"	"1845"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1857.01"	"The thief just left, still carrying his large bag. You may\nnot have noticed that he "	"The thief just left, still carrying his large bag. You may\nnot have noticed that he "	"source"	"原文表示"	"1actions.zil"	"1857"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1861.01"	"robbed you blind first."	"robbed you blind first."	"source"	"原文表示"	"1actions.zil"	"1861"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1864.01"	"appropriated the valuables in the room."	"appropriated the valuables in the room."	"source"	"原文表示"	"1actions.zil"	"1864"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1869.01"	"The thief, finding nothing of value, left disgusted."	"The thief, finding nothing of value, left disgusted."	"source"	"原文表示"	"1actions.zil"	"1869"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.STOLE-LIGHT?.1879.01"	"The thief seems to have left you in the dark."	"The thief seems to have left you in the dark."	"source"	"原文表示"	"1actions.zil"	"1879"	"STOLE-LIGHT?"	"TELL"
"message.1actions.ROB-MAZE.1926.01"	"You hear, off in the distance, someone saying ""My, I wonder what\nthis fine "	"You hear, off in the distance, someone saying ""My, I wonder what\nthis fine "	"source"	"原文表示"	"1actions.zil"	"1926"	"ROB-MAZE"	"TELL"
"message.1actions.ROB-MAZE.1927.01"	" is doing here."""	" is doing here."""	"source"	"原文表示"	"1actions.zil"	"1927"	"ROB-MAZE"	"TELL"
"message.1actions.ROBBER-FUNCTION.1949.01"	"The thief is a strong, silent type."	"The thief is a strong, silent type."	"source"	"原文表示"	"1actions.zil"	"1949"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1955.01"	"The thief, being temporarily incapacitated, is unable to acknowledge\nyour greeting with his usual graciousness."	"The thief, being temporarily incapacitated, is unable to acknowledge\nyour greeting with his usual graciousness."	"source"	"原文表示"	"1actions.zil"	"1955"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1963.01"	"You evidently frightened the robber, though you didn't hit him. He\nflees"	"You evidently frightened the robber, though you didn't hit him. He\nflees"	"source"	"原文表示"	"1actions.zil"	"1963"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1973.01"	", but the contents of his bag fall on the floor."	", but the contents of his bag fall on the floor."	"source"	"原文表示"	"1actions.zil"	"1973"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1975.01"	"."	"."	"source"	"原文表示"	"1actions.zil"	"1975"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1982.01"	"You missed. The thief makes no attempt to take the knife, though it\nwould be a fine addition to the collection in his bag. He does seem\nangered by your attempt."	"You missed. The thief makes no attempt to take the knife, though it\nwould be a fine addition to the collection in his bag. He does seem\nangered by your attempt."	"source"	"原文表示"	"1actions.zil"	"1982"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1998.01"	"Your proposed victim suddenly recovers consciousness."	"Your proposed victim suddenly recovers consciousness."	"source"	"原文表示"	"1actions.zil"	"1998"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2007.01"	"The thief is taken aback by your unexpected generosity, but accepts\nthe "	"The thief is taken aback by your unexpected generosity, but accepts\nthe "	"source"	"原文表示"	"1actions.zil"	"2007"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2008.01"	" and stops to admire its beauty."	" and stops to admire its beauty."	"source"	"原文表示"	"1actions.zil"	"2008"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2011.01"	"The thief places the "	"The thief places the "	"source"	"原文表示"	"1actions.zil"	"2011"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2011.02"	" in his bag and thanks\nyou politely."	" in his bag and thanks\nyou politely."	"source"	"原文表示"	"1actions.zil"	"2011"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2015.01"	"Once you got him, what would you do with him?"	"Once you got him, what would you do with him?"	"source"	"原文表示"	"1actions.zil"	"2015"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2018.01"	"The thief is a slippery character with beady eyes that flit back\nand forth. He carries, along with an unmistakable arrogance, a large bag\nover his shoulder and a vicious stiletto, whose blade is aimed\nmenacingly in your direction. I'd watch out if I were you."	"The thief is a slippery character with beady eyes that flit back\nand forth. He carries, along with an unmistakable arrogance, a large bag\nover his shoulder and a vicious stiletto, whose blade is aimed\nmenacingly in your direction. I'd watch out if I were you."	"source"	"原文表示"	"1actions.zil"	"2018"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2024.01"	"The thief says nothing, as you have not been formally introduced."	"The thief says nothing, as you have not been formally introduced."	"source"	"原文表示"	"1actions.zil"	"2024"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2032.01"	"The robber, somewhat surprised at this turn of events, nimbly\nretrieves his stiletto."	"The robber, somewhat surprised at this turn of events, nimbly\nretrieves his stiletto."	"source"	"原文表示"	"1actions.zil"	"2032"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2044.01"	"The chalice is now safe to take."	"The chalice is now safe to take."	"source"	"原文表示"	"1actions.zil"	"2044"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2051.01"	"As the thief dies, the power of his magic decreases, and his\ntreasures reappear:"	"As the thief dies, the power of his magic decreases, and his\ntreasures reappear:"	"source"	"原文表示"	"1actions.zil"	"2051"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2053.01"	"  A "	"  A "	"source"	"原文表示"	"1actions.zil"	"2053"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2056.01"	", with "	", with "	"source"	"原文表示"	"1actions.zil"	"2056"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2061.01"	"His booty remains."	"His booty remains."	"source"	"原文表示"	"1actions.zil"	"2061"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2080.01"	"The robber revives, briefly feigning continued unconsciousness, and,\nwhen he sees his moment, scrambles away from you."	"The robber revives, briefly feigning continued unconsciousness, and,\nwhen he sees his moment, scrambles away from you."	"source"	"原文表示"	"1actions.zil"	"2080"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-C-DESC.2087.01"	"There is a suspicious-looking individual, holding a bag, leaning\nagainst one wall. He is armed with a vicious-looking stiletto."	"There is a suspicious-looking individual, holding a bag, leaning\nagainst one wall. He is armed with a vicious-looking stiletto."	"source"	"原文表示"	"1actions.zil"	"2087"	"ROBBER-C-DESC"	"GLOBAL"
"message.1actions.ROBBER-U-DESC.2091.01"	"There is a suspicious-looking individual lying unconscious on the\nground."	"There is a suspicious-looking individual lying unconscious on the\nground."	"source"	"原文表示"	"1actions.zil"	"2091"	"ROBBER-U-DESC"	"GLOBAL"
"message.1actions.LARGE-BAG-F.2098.01"	"Sadly for you, the robber collapsed on top of the bag. Trying to take\nit would wake him."	"Sadly for you, the robber collapsed on top of the bag. Trying to take\nit would wake him."	"source"	"原文表示"	"1actions.zil"	"2098"	"LARGE-BAG-F"	"TELL"
"message.1actions.LARGE-BAG-F.2102.01"	"The bag will be taken over his dead body."	"The bag will be taken over his dead body."	"source"	"原文表示"	"1actions.zil"	"2102"	"LARGE-BAG-F"	"TELL"
"message.1actions.LARGE-BAG-F.2105.01"	"It would be a good trick."	"It would be a good trick."	"source"	"原文表示"	"1actions.zil"	"2105"	"LARGE-BAG-F"	"TELL"
"message.1actions.LARGE-BAG-F.2108.01"	"Getting close enough would be a good trick."	"Getting close enough would be a good trick."	"source"	"原文表示"	"1actions.zil"	"2108"	"LARGE-BAG-F"	"TELL"
"message.1actions.LARGE-BAG-F.2111.01"	"The bag is underneath the thief, so one can't say what, if anything, is\ninside."	"The bag is underneath the thief, so one can't say what, if anything, is\ninside."	"source"	"原文表示"	"1actions.zil"	"2111"	"LARGE-BAG-F"	"TELL"
"message.1actions.CHALICE-FCN.2132.01"	"You'd be stabbed in the back first."	"You'd be stabbed in the back first."	"source"	"原文表示"	"1actions.zil"	"2132"	"CHALICE-FCN"	"TELL"
"message.1actions.CHALICE-FCN.2135.01"	"You can't. It's not a very good chalice, is it?"	"You can't. It's not a very good chalice, is it?"	"source"	"原文表示"	"1actions.zil"	"2135"	"CHALICE-FCN"	"TELL"
"message.1actions.TREASURE-ROOM-FCN.2144.01"	"You hear a scream of anguish as you violate the robber's hideaway.\nUsing passages unknown to you, he rushes to its defense."	"You hear a scream of anguish as you violate the robber's hideaway.\nUsing passages unknown to you, he rushes to its defense."	"source"	"原文表示"	"1actions.zil"	"2144"	"TREASURE-ROOM-FCN"	"TELL"
"message.1actions.THIEF-IN-TREASURE.2155.01"	"The thief gestures mysteriously, and the treasures in the room\nsuddenly vanish."	"The thief gestures mysteriously, and the treasures in the room\nsuddenly vanish."	"source"	"原文表示"	"1actions.zil"	"2155"	"THIEF-IN-TREASURE"	"TELL"
"message.1actions.FRONT-DOOR-FCN.2165.01"	"The door cannot be opened."	"The door cannot be opened."	"source"	"原文表示"	"1actions.zil"	"2165"	"FRONT-DOOR-FCN"	"TELL"
"message.1actions.FRONT-DOOR-FCN.2168.01"	"You cannot burn this door."	"You cannot burn this door."	"source"	"原文表示"	"1actions.zil"	"2168"	"FRONT-DOOR-FCN"	"TELL"
"message.1actions.FRONT-DOOR-FCN.2170.01"	"You can't seem to damage the door."	"You can't seem to damage the door."	"source"	"原文表示"	"1actions.zil"	"2170"	"FRONT-DOOR-FCN"	"TELL"
"message.1actions.FRONT-DOOR-FCN.2172.01"	"It won't open."	"It won't open."	"source"	"原文表示"	"1actions.zil"	"2172"	"FRONT-DOOR-FCN"	"TELL"
"message.1actions.BODY-FUNCTION.2180.01"	"A force keeps you from taking the bodies."	"A force keeps you from taking the bodies."	"source"	"原文表示"	"1actions.zil"	"2180"	"BODY-FUNCTION"	"TELL"
"message.1actions.BODY-FUNCTION.2183.01"	"The voice of the guardian of the dungeon booms out from the darkness,\n""Your disrespect costs you your life!"" and places your head on a sharp\npole."	"The voice of the guardian of the dungeon booms out from the darkness,\n""Your disrespect costs you your life!"" and places your head on a sharp\npole."	"source"	"原文表示"	"1actions.zil"	"2183"	"BODY-FUNCTION"	"JIGS-UP"
"message.1actions.BLACK-BOOK.2189.01"	"The book is already open to page 569."	"The book is already open to page 569."	"source"	"原文表示"	"1actions.zil"	"2189"	"BLACK-BOOK"	"TELL"
"message.1actions.BLACK-BOOK.2191.01"	"As hard as you try, the book cannot be closed."	"As hard as you try, the book cannot be closed."	"source"	"原文表示"	"1actions.zil"	"2191"	"BLACK-BOOK"	"TELL"
"message.1actions.BLACK-BOOK.2197.01"	"Beside page 569, there is only one other page with any legible printing on\nit. Most of it is unreadable, but the subject seems to be the banishment of\nevil. Apparently, certain noises, lights, and prayers are efficacious in this\nregard."	"Beside page 569, there is only one other page with any legible printing on\nit. Most of it is unreadable, but the subject seems to be the banishment of\nevil. Apparently, certain noises, lights, and prayers are efficacious in this\nregard."	"source"	"原文表示"	"1actions.zil"	"2197"	"BLACK-BOOK"	"TELL"
"message.1actions.BLACK-BOOK.2204.01"	"A booming voice says ""Wrong, cretin!"" and you notice that you have\nturned into a pile of dust. How, I can't imagine."	"A booming voice says ""Wrong, cretin!"" and you notice that you have\nturned into a pile of dust. How, I can't imagine."	"source"	"原文表示"	"1actions.zil"	"2204"	"BLACK-BOOK"	"JIGS-UP"
"message.1actions.PAINTING-FCN.2211.01"	"There is a worthless piece of canvas here."	"There is a worthless piece of canvas here."	"source"	"原文表示"	"1actions.zil"	"2211"	"PAINTING-FCN"	"PUTP"
"message.1actions.PAINTING-FCN.2213.01"	"Congratulations! Unlike the other vandals, who merely stole the\nartist's masterpieces, you have destroyed one."	"Congratulations! Unlike the other vandals, who merely stole the\nartist's masterpieces, you have destroyed one."	"source"	"原文表示"	"1actions.zil"	"2213"	"PAINTING-FCN"	"TELL"
"message.1actions.LAMP-TABLE.2223.01"	"The lamp appears a bit dimmer."	"The lamp appears a bit dimmer."	"source"	"原文表示"	"1actions.zil"	"2223"	"LAMP-TABLE"	"TABLE"
"message.1actions.LAMP-TABLE.2225.01"	"The lamp is definitely dimmer now."	"The lamp is definitely dimmer now."	"source"	"原文表示"	"1actions.zil"	"2225"	"LAMP-TABLE"	"TABLE"
"message.1actions.LAMP-TABLE.2227.01"	"The lamp is nearly out."	"The lamp is nearly out."	"source"	"原文表示"	"1actions.zil"	"2227"	"LAMP-TABLE"	"TABLE"
"message.1actions.LANTERN.2233.01"	"The lamp has smashed into the floor, and the light has gone out."	"The lamp has smashed into the floor, and the light has gone out."	"source"	"原文表示"	"1actions.zil"	"2233"	"LANTERN"	"TELL"
"message.1actions.LANTERN.2239.01"	"A burned-out lamp won't light."	"A burned-out lamp won't light."	"source"	"原文表示"	"1actions.zil"	"2239"	"LANTERN"	"TELL"
"message.1actions.LANTERN.2245.01"	"The lamp has already burned out."	"The lamp has already burned out."	"source"	"原文表示"	"1actions.zil"	"2245"	"LANTERN"	"TELL"
"message.1actions.LANTERN.2250.01"	"The lamp "	"The lamp "	"source"	"原文表示"	"1actions.zil"	"2250"	"LANTERN"	"TELL"
"message.1actions.LANTERN.2252.01"	"has burned out."	"has burned out."	"source"	"原文表示"	"1actions.zil"	"2252"	"LANTERN"	"TELL"
"message.1actions.LANTERN.2254.01"	"is on."	"is on."	"source"	"原文表示"	"1actions.zil"	"2254"	"LANTERN"	"TELL"
"message.1actions.LANTERN.2256.01"	"is turned off."	"is turned off."	"source"	"原文表示"	"1actions.zil"	"2256"	"LANTERN"	"TELL"
"message.1actions.MAILBOX-F.2261.01"	"It is securely anchored."	"It is securely anchored."	"source"	"原文表示"	"1actions.zil"	"2261"	"MAILBOX-F"	"TELL"
"message.1actions.MATCH-FUNCTION.2271.01"	"I'm afraid that you have run out of matches."	"I'm afraid that you have run out of matches."	"source"	"原文表示"	"1actions.zil"	"2271"	"MATCH-FUNCTION"	"TELL"
"message.1actions.MATCH-FUNCTION.2274.01"	"This room is drafty, and the match goes out instantly."	"This room is drafty, and the match goes out instantly."	"source"	"原文表示"	"1actions.zil"	"2274"	"MATCH-FUNCTION"	"TELL"
"message.1actions.MATCH-FUNCTION.2279.01"	"One of the matches starts to burn."	"One of the matches starts to burn."	"source"	"原文表示"	"1actions.zil"	"2279"	"MATCH-FUNCTION"	"TELL"
"message.1actions.MATCH-FUNCTION.2285.01"	"The match is out."	"The match is out."	"source"	"原文表示"	"1actions.zil"	"2285"	"MATCH-FUNCTION"	"TELL"
"message.1actions.MATCH-FUNCTION.2289.01"	"It's pitch black in here!"	"It's pitch black in here!"	"source"	"原文表示"	"1actions.zil"	"2289"	"MATCH-FUNCTION"	"TELL"
"message.1actions.MATCH-FUNCTION.2293.01"	"You have "	"You have "	"source"	"原文表示"	"1actions.zil"	"2293"	"MATCH-FUNCTION"	"TELL"
"message.1actions.MATCH-FUNCTION.2295.01"	"no"	"no"	"source"	"原文表示"	"1actions.zil"	"2295"	"MATCH-FUNCTION"	"TELL"
"message.1actions.MATCH-FUNCTION.2297.01"	" match"	" match"	"source"	"原文表示"	"1actions.zil"	"2297"	"MATCH-FUNCTION"	"TELL"
