"id"	"english"	"japanese"	"status"	"notes"	"source_file"	"line"	"routine"	"container"
"message.1actions.TUBE-FUNCTION.1396.01"	"The tube is apparently empty."	"どうやら管は空だ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1396"	"TUBE-FUNCTION"	"TELL"
"message.1actions.TUBE-FUNCTION.1398.01"	"The tube is closed."	"管は閉じている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1398"	"TUBE-FUNCTION"	"TELL"
"message.1actions.DAM-FUNCTION.1402.01"	"Sounds reasonable, but this isn't how."	"もっともらしいが、やり方が違う。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1402"	"DAM-FUNCTION"	"TELL"
"message.1actions.DAM-FUNCTION.1406.01"	"Are you the little Dutch boy, then? Sorry, this is a big dam."	"あなたは、あの小さなオランダ人の少年なのか？　残念だが、これは大きなダムだ。"	"draft"	"常体化時に手動補正"	"1actions.zil"	"1406"	"DAM-FUNCTION"	"TELL"
"message.1actions.DAM-FUNCTION.1409.01"	"With a "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"1409"	"DAM-FUNCTION"	"TELL"
"message.1actions.DAM-FUNCTION.1409.02"	"? Do you know how big this dam is? You could only\nstop a tiny leak with that."	"でだと？　このダムがどれほど大きいか分かっているのか？　それで止められるのは、ごく小さな水漏れだけだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1409"	"DAM-FUNCTION"	"TELL"
"message.1actions.WITH-TELL.1413.01"	"With a "	""	"format"	"日本語語順のため空文字"	"1actions.zil"	"1413"	"WITH-TELL"	"TELL"
"message.1actions.WITH-TELL.1413.02"	"?"	"でだと？"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1413"	"WITH-TELL"	"TELL"
"message.1actions.RESERVOIR-SOUTH-FCN.1419.01"	"You are in a long room, to the north of which was formerly a lake.\nHowever, with the water level lowered, there is merely a wide stream\nrunning through the center of the room."	"南側の細長い部屋にいる。北側はかつて湖だったが、水位が下がった今は、幅広い流れが部屋の中央を横切るだけだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1419"	"RESERVOIR-SOUTH-FCN"	"TELL"
"message.1actions.RESERVOIR-SOUTH-FCN.1424.01"	"You are in a long room. To the north is a large lake, too deep\nto cross. You notice, however, that the water level appears to be\ndropping at a rapid rate. Before long, it might be possible to cross\nto the other side from here."	"細長い部屋にいる。北には深くて渡れない大きな湖がある。しかし、水位は急速に下がっている。間もなく、ここから向こう側へ渡れるようになるかもしれない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1424"	"RESERVOIR-SOUTH-FCN"	"TELL"
"message.1actions.RESERVOIR-SOUTH-FCN.1430.01"	"You are in a long room, to the north of which is a wide area which\nwas formerly a reservoir, but now is merely a stream. You notice,\nhowever, that the level of the stream is rising quickly and that\nbefore long it will be impossible to cross here."	"細長い部屋にいる。北にはかつて貯水池だった広い場所があるが、今は小川が流れているだけだ。しかし流れの水位は急速に上がっており、間もなくここを渡れなくなる。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1430"	"RESERVOIR-SOUTH-FCN"	"TELL"
"message.1actions.RESERVOIR-SOUTH-FCN.1436.01"	"You are in a long room on the south shore of a large lake, far\ntoo deep and wide for crossing."	"細長い部屋にいる。ここは大きな湖の南岸で、湖は深く広すぎて渡れない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1436"	"RESERVOIR-SOUTH-FCN"	"TELL"
"message.1actions.RESERVOIR-SOUTH-FCN.1440.01"	"There is a path along the stream to the east or west, a steep pathway\nclimbing southwest along the edge of a chasm, and a path leading into a\ncanyon to the southeast."	"小川に沿って東西へ続く道、裂け目の縁を南西へ急勾配で登る道、南東の峡谷へ続く道がある。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1440"	"RESERVOIR-SOUTH-FCN"	"TELL"
"message.1actions.RESERVOIR-FCN.1450.01"	"You notice that the water level here is rising rapidly. The currents\nare also becoming stronger. Staying here seems quite perilous!"	"水位が急速に上がり、流れも強くなっている。ここに居続けるのは非常に危険だ！"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1450"	"RESERVOIR-FCN"	"TELL"
"message.1actions.RESERVOIR-FCN.1455.01"	"You are on what used to be a large lake, but which is now a large\nmud pile. There are ""shores"" to the north and south."	"かつて大きな湖だった場所にいるが、今は広大な泥の山である。北と南に「岸」がある。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1455"	"RESERVOIR-FCN"	"TELL"
"message.1actions.RESERVOIR-FCN.1459.01"	"You are on the lake. Beaches can be seen north and south.\nUpstream a small stream enters the lake through a narrow cleft\nin the rocks. The dam can be seen downstream."	"湖上にいる。北と南に岸が見える。上流では、小さな川が岩の狭い裂け目から湖へ注いでいる。下流にはダムが見える。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1459"	"RESERVOIR-FCN"	"TELL"
"message.1actions.RESERVOIR-NORTH-FCN.1468.01"	"You are in a large cavernous room, the south of which was formerly\na lake. However, with the water level lowered, there is merely\na wide stream running through there."	"大きな洞窟状の部屋にいる。南側はかつて湖だったが、水位が下がった今は幅広い小川が流れているだけだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1468"	"RESERVOIR-NORTH-FCN"	"TELL"
"message.1actions.RESERVOIR-NORTH-FCN.1473.01"	"You are in a large cavernous area. To the south is a wide lake,\nwhose water level appears to be falling rapidly."	"広い洞窟状の場所にいる。南には幅広い湖があり、水位は急速に下がっているようだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1473"	"RESERVOIR-NORTH-FCN"	"TELL"
"message.1actions.RESERVOIR-NORTH-FCN.1477.01"	"You are in a cavernous area, to the south of which is a very wide\nstream. The level of the stream is rising rapidly, and it appears\nthat before long it will be impossible to cross to the other side."	"洞窟状の場所にいる。南には非常に幅広い流れがある。水位は急速に上がっており、間もなく向こう側へ渡れなくなりそうだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1477"	"RESERVOIR-NORTH-FCN"	"TELL"
"message.1actions.RESERVOIR-NORTH-FCN.1482.01"	"You are in a large cavernous room, north of a large lake."	"ここは大きな湖の北にある、洞窟のように広い部屋だ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1482"	"RESERVOIR-NORTH-FCN"	"TELL"
"message.1actions.RESERVOIR-NORTH-FCN.1485.01"	"There is a slimy stairway leaving the room to the north."	"ぬるぬるした階段が、部屋から北へ延びている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1485"	"RESERVOIR-NORTH-FCN"	"TELL"
"message.1actions.BOTTLE-FUNCTION.1495.01"	"The bottle hits the far wall and shatters."	"瓶は向こうの壁にぶつかり、粉々になった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1495"	"BOTTLE-FUNCTION"	"TELL"
"message.1actions.BOTTLE-FUNCTION.1499.01"	"A brilliant maneuver destroys the bottle."	"見事な一手で瓶を壊した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1499"	"BOTTLE-FUNCTION"	"TELL"
"message.1actions.BOTTLE-FUNCTION.1504.01"	"The water spills to the floor and evaporates."	"水は床へこぼれ、蒸発した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1504"	"BOTTLE-FUNCTION"	"TELL"
"message.1actions.CYCLOPS-FCN.1519.01"	"No use talking to him. He's fast asleep."	"話しかけても無駄だ。ぐっすり眠っている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1519"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1526.01"	"The cyclops prefers eating to making conversation."	"サイクロプスは会話より食事の方が好きだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1526"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1530.01"	"The cyclops is sleeping like a baby, albeit a very ugly one."	"サイクロプスは赤ん坊のように眠っている。もっとも、ひどく醜い赤ん坊だが。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1530"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1533.01"	"The cyclops yawns and stares at the thing that woke him up."	"サイクロプスはあくびをし、自分を起こしたものを見つめた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1533"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1542.01"	"A hungry cyclops is standing at the foot of the stairs."	"腹を空かせたサイクロプスが階段の下に立っている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1542"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1548.01"	"The cyclops says ""Mmm Mmm. I love hot peppers! But oh, could I use\na drink. Perhaps I could drink the blood of that thing.""  From the\ngleam in his eye, it could be surmised that you are ""that thing""."	"サイクロプスが言う。「うむ、うむ。唐辛子は大好物だ！　だが、飲み物が欲しいな。あの生き物の血でも飲むとするか」目の輝きから察するに、「あの生き物」とはあなたのことだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1548"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1562.01"	"The cyclops takes the bottle, checks that it's open, and drinks the water.\nA moment later, he lets out a yawn that nearly blows you over, and then\nfalls fast asleep (what did you put in that drink, anyway?)."	"サイクロプスは瓶を受け取り、開いていることを確かめて水を飲んだ。しばらくすると、こちらを吹き倒しそうな大あくびを一つし、ぐっすり眠ってしまった。いったい、あの飲み物に何を入れたのだ？"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1562"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1568.01"	"The cyclops apparently is not thirsty and refuses your generous offer."	"サイクロプスは喉が渇いていないらしく、親切な申し出を断った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1568"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1571.01"	"The cyclops may be hungry, but there is a limit."	"サイクロプスは腹を空かせているが、何でも食べるわけではない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1571"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1574.01"	"The cyclops is not so stupid as to eat THAT!"	"サイクロプスも、それを食べるほど馬鹿ではない！"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1574"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1579.01"	"""Do you think I'm as stupid as my father was?"", he says, dodging."	"「俺が父親と同じくらい間抜けだと思うのか？」そう言って、彼は身をかわした。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1579"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1582.01"	"The cyclops shrugs but otherwise ignores your pitiful attempt."	"サイクロプスは肩をすくめ、哀れな試みを無視した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1582"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1588.01"	"The cyclops doesn't take kindly to being grabbed."	"サイクロプスは、つかまれるのが気に入らない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1588"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1591.01"	"You cannot tie the cyclops, though he is fit to be tied."	"サイクロプスは腹立たしい奴だが、縛ることはできない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1591"	"CYCLOPS-FCN"	"TELL"
"message.1actions.CYCLOPS-FCN.1594.01"	"You can hear his stomach rumbling."	"腹の鳴る音が聞こえる。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1594"	"CYCLOPS-FCN"	"TELL"
"message.1actions.I-CYCLOPS.1604.01"	"The cyclops, tired of all of your games and trickery, grabs you firmly.\nAs he licks his chops, he says ""Mmm. Just like Mom used to make 'em.""\nIt's nice to be appreciated."	"遊びや小細工にうんざりしたサイクロプスが、あなたをがっちりつかんだ。舌なめずりしながら「うむ。母ちゃんが作ってくれたのとそっくりだ」と言う。評価されるのは嬉しいものだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1604"	"I-CYCLOPS"	"JIGS-UP"
"message.1actions.CYCLOPS-ROOM-FCN.1619.01"	"This room has an exit on the northwest, and a staircase leading up."	"この部屋には北西に出口があり、上へ続く階段もある。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1619"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOPS-ROOM-FCN.1622.01"	"The cyclops is sleeping blissfully at the foot of the stairs."	"サイクロプスは階段の下で幸せそうに熟睡している。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1622"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOPS-ROOM-FCN.1625.01"	"The east wall, previously solid, now has a cyclops-sized opening in it."	"以前は何もなかった東壁に、サイクロプスほど大きな穴が開いている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1625"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOPS-ROOM-FCN.1628.01"	"A cyclops, who looks prepared to eat horses (much less mere\nadventurers), blocks the staircase. From his state of health, and\nthe bloodstains on the walls, you gather that he is not very\nfriendly, though he likes people."	"馬どころか、ただの冒険者なら喜んで食べそうなサイクロプスが階段を塞いでいる。その健康そうな姿と壁の血痕から察するに、あまり友好的ではない。もっとも、人間は好きらしい。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1628"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOPS-ROOM-FCN.1634.01"	"The cyclops is standing in the corner, eyeing you closely. I don't\nthink he likes you very much. He looks extremely hungry, even for a\ncyclops."	"サイクロプスが隅に立ち、あなたをじっと見ている。あまり好かれてはいないようだ。サイクロプスにしても、ひどく腹を空かせている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1634"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOPS-ROOM-FCN.1639.01"	"The cyclops, having eaten the hot peppers, appears to be gasping.\nHis enflamed tongue protrudes from his man-sized mouth."	"唐辛子を食べたサイクロプスは息を切らしている。炎症を起こした舌が、人間ほどもある口から突き出ている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1639"	"CYCLOPS-ROOM-FCN"	"TELL"
"message.1actions.CYCLOMAD.1646.01"	"The cyclops seems somewhat agitated."	"サイクロプスは少し苛立っているようだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1646"	"CYCLOMAD"	"TABLE"
"message.1actions.CYCLOMAD.1647.01"	"The cyclops appears to be getting more agitated."	"サイクロプスの苛立ちはさらに募っている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1647"	"CYCLOMAD"	"TABLE"
"message.1actions.CYCLOMAD.1648.01"	"The cyclops is moving about the room, looking for something."	"サイクロプスは何かを探しながら、部屋の中を歩き回っている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1648"	"CYCLOMAD"	"TABLE"
"message.1actions.CYCLOMAD.1649.01"	"The cyclops was looking for salt and pepper. No doubt they are\ncondiments for his upcoming snack."	"サイクロプスが探していたのは塩と胡椒だった。間違いなく、これから食べる軽食の調味料だ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1649"	"CYCLOMAD"	"TABLE"
"message.1actions.CYCLOMAD.1651.01"	"The cyclops is moving toward you in an unfriendly manner."	"サイクロプスが険悪な様子で近づいてくる。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1651"	"CYCLOMAD"	"TABLE"
"message.1actions.CYCLOMAD.1652.01"	"You have two choices: 1. Leave  2. Become dinner."	"選択肢は二つある。1．立ち去る　2．夕食になる。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1652"	"CYCLOMAD"	"TABLE"
"message.1actions.LOUD-ROOM-FCN.1663.01"	"This is a large room with a ceiling which cannot be detected from\nthe ground. There is a narrow passage from east to west and a stone\nstairway leading upward."	"地上からは天井が見えないほど広い部屋だ。東西に細い通路が走り、石の階段が上へ続いている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1663"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1668.01"	" The room is eerie in its quietness."	" 静かすぎて不気味だ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1668"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1670.01"	" The room is deafeningly loud with an\nundetermined rushing sound. The sound seems to reverberate from all\nof the walls, making it difficult even to think."	" 正体の分からない奔流のような音が耳をつんざく。音は四方の壁すべてから反響しているようで、考えることさえ難しい。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1670"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1676.01"	"It is unbearably loud here, with an ear-splitting roar seeming to\ncome from all around you. There is a pounding in your head which won't\nstop. With a tremendous effort, you scramble out of the room."	"ここは耐えがたいほどうるさい。耳をつんざく轟音が周囲すべてから押し寄せ、頭の中では激しい脈打ちが止まらない。大変な力を振り絞り、部屋から這い出した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1676"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1691.01"	"The rest of your commands have been lost in the noise."	"残りの命令は騒音にかき消された。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1691"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1695.01"	">"	">"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1695"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1698.01"	"I beg your pardon?"	"何だって？"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1698"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1718.01"	"That's only your opinion."	"それはあなたの意見にすぎない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1718"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.LOUD-ROOM-FCN.1723.01"	"The acoustics of the room change subtly."	"部屋の音の響き方が、わずかに変わった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1723"	"LOUD-ROOM-FCN"	"TELL"
"message.1actions.DEEP-CANYON-F.1733.01"	"You are on the south edge of a deep canyon. Passages lead off to the\neast, northwest and southwest. A stairway leads down."	"深い峡谷の南端にいる。道が東、北西、南西へ続き、階段が下へ延びている。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1733"	"DEEP-CANYON-F"	"TELL"
"message.1actions.DEEP-CANYON-F.1737.01"	" You can hear a loud roaring sound, like that of rushing water, from\nbelow."	" 下から、激流のような大きな轟音が聞こえる。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1737"	"DEEP-CANYON-F"	"TELL"
"message.1actions.DEEP-CANYON-F.1744.01"	" You can hear the sound of flowing water from below."	" 下から水の流れる音が聞こえる。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1744"	"DEEP-CANYON-F"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1771.01"	"Someone carrying a large bag is casually leaning against one of the\nwalls here. He does not speak, but it is clear from his aspect that\nthe bag will be taken only over his dead body."	"大きな袋を持った男が、壁の一つへ何気なくもたれている。口は利かないが、袋を奪うには彼の死体を越えるしかないことは、その様子から明らかだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1771"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1789.01"	"Your opponent, determining discretion to be the better part of\nvalor, decides to terminate this little contretemps. With a rueful\nnod of his head, he steps backward into the gloom and disappears."	"相手は勇気より用心が肝心だと判断し、この小競り合いを終わらせることにした。悔しそうにうなずくと、暗がりへ後ずさりして消えた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1789"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1800.01"	"The holder of the large bag just left, looking disgusted.\nFortunately, he took nothing."	"大きな袋の持ち主が、うんざりした様子で立ち去った。幸い、何も取られなかった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1800"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1814.01"	"A seedy-looking individual with a large bag just wandered through\nthe room. On the way through, he quietly abstracted some valuables from "	"大きな袋を持ったみすぼらしい男が、ふらりと部屋を通り過ぎた。その途中で、こっそり貴重品をいくつか"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1814"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1817.01"	"the room"	"部屋から"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1817"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1819.01"	"your possession"	"あなたの持ち物から"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1819"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1820.01"	", mumbling something about\n""Doing unto others before..."""	"抜き取り、「他人にやられる前に……」などとつぶやいていた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1820"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1827.01"	"The thief just left, still carrying his large bag. You may\nnot have noticed that he "	"泥棒は大きな袋を抱えたまま立ち去った。その前に、彼が"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1827"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1831.01"	"robbed you blind first."	"あなたの持ち物を根こそぎ盗んだことには気づかなかったかもしれない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1831"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1834.01"	"appropriated the valuables in the room."	"部屋の貴重品を持ち去ったことには気づかなかったかもしれない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1834"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1839.01"	"The thief, finding nothing of value, left disgusted."	"価値のある物を見つけられず、泥棒は嫌そうに立ち去った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1839"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1845.01"	"A ""lean and hungry"" gentleman just wandered through, carrying a\nlarge bag. Finding nothing of value, he left disgruntled."	"「痩せて腹を空かせた」紳士が大きな袋を抱え、ふらりと通り過ぎた。価値のあるものが見つからず、不機嫌そうに立ち去った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1845"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1857.01"	"The thief just left, still carrying his large bag. You may\nnot have noticed that he "	"泥棒は大きな袋を抱えたまま立ち去った。その前に、彼が"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1857"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1861.01"	"robbed you blind first."	"あなたの持ち物を根こそぎ盗んだことには気づかなかったかもしれない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1861"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1864.01"	"appropriated the valuables in the room."	"部屋の貴重品を持ち去ったことには気づかなかったかもしれない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1864"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.THIEF-VS-ADVENTURER.1869.01"	"The thief, finding nothing of value, left disgusted."	"価値のある物を見つけられず、泥棒は嫌そうに立ち去った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1869"	"THIEF-VS-ADVENTURER"	"TELL"
"message.1actions.STOLE-LIGHT?.1879.01"	"The thief seems to have left you in the dark."	"泥棒はあなたを闇の中へ置き去りにしたようだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1879"	"STOLE-LIGHT?"	"TELL"
"message.1actions.ROB-MAZE.1926.01"	"You hear, off in the distance, someone saying ""My, I wonder what\nthis fine "	"遠くで誰かが「おや、この見事な"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1926"	"ROB-MAZE"	"TELL"
"message.1actions.ROB-MAZE.1927.01"	" is doing here."""	"が、どうしてこんな所にあるのだろう」と言うのが聞こえた。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1927"	"ROB-MAZE"	"TELL"
"message.1actions.ROBBER-FUNCTION.1949.01"	"The thief is a strong, silent type."	"泥棒は力自慢で寡黙な男だ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1949"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1955.01"	"The thief, being temporarily incapacitated, is unable to acknowledge\nyour greeting with his usual graciousness."	"泥棒はいま一時的に動けないため、いつもの優雅さで挨拶に応えることができない。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1955"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1963.01"	"You evidently frightened the robber, though you didn't hit him. He\nflees"	"攻撃は当たらなかったが、明らかに泥棒を驚かせた。彼は逃げ出した"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1963"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1973.01"	", but the contents of his bag fall on the floor."	"が、袋の中身を床へ落としていった。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1973"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1975.01"	"."	"。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1975"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1982.01"	"You missed. The thief makes no attempt to take the knife, though it\nwould be a fine addition to the collection in his bag. He does seem\nangered by your attempt."	"外れた。泥棒はナイフを取ろうとしない。袋の収集品に加えるには申し分ない品だが、あなたの試みに腹を立てたようだ。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1982"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.1998.01"	"Your proposed victim suddenly recovers consciousness."	"狙っていた相手が、突然意識を取り戻した。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"1998"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2007.01"	"The thief is taken aback by your unexpected generosity, but accepts\nthe "	"泥棒は思いがけない気前のよさに驚きながらも、"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"2007"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2008.01"	" and stops to admire its beauty."	"を受け取り、足を止めてその美しさに見入った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"2008"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2011.01"	"The thief places the "	"泥棒は"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"2011"	"ROBBER-FUNCTION"	"TELL"
"message.1actions.ROBBER-FUNCTION.2011.02"	" in his bag and thanks\nyou politely."	"を袋へ入れ、丁寧に礼を言った。"	"draft"	"原文・ルーチン確認済み"	"1actions.zil"	"2011"	"ROBBER-FUNCTION"	"TELL"
