"id"	"english"	"japanese"	"status"	"notes"	"source_file"	"line"	"room"	"property"
"room.NARROW-PASSAGE.LDESC"	"This is a long and narrow corridor where a long north-south passageway\nbriefly narrows even further."	"ここは長く狭い廊下で、南北に伸びる通路が一時的にさらに細くなっている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1896"	"NARROW-PASSAGE"	"LDESC"
"room.NARROW-PASSAGE.DESC"	"Narrow Passage"	"細い通路"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1898"	"NARROW-PASSAGE"	"DESC"
"room.WINDING-PASSAGE.LDESC"	"This is a winding passage. It seems that there are only exits\non the east and north."	"ここは曲がりくねった通路だ。出口は東と北にしかないようだ。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1906"	"WINDING-PASSAGE"	"LDESC"
"room.WINDING-PASSAGE.DESC"	"Winding Passage"	"曲がりくねった通路"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1908"	"WINDING-PASSAGE"	"DESC"
"room.TWISTING-PASSAGE.LDESC"	"This is a winding passage. It seems that there are only exits\non the east and north."	"ここは曲がりくねった通路だ。出口は東と北にしかないようだ。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1916"	"TWISTING-PASSAGE"	"LDESC"
"room.TWISTING-PASSAGE.DESC"	"Twisting Passage"	"ねじれた通路"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1918"	"TWISTING-PASSAGE"	"DESC"
"room.ATLANTIS-ROOM.LDESC"	"This is an ancient room, long under water. There is an exit to\nthe south and a staircase leading up."	"ここは長い間水中に沈んでいた古代の部屋だ。南に出口があり、上へ続く階段もある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1926"	"ATLANTIS-ROOM"	"LDESC"
"room.ATLANTIS-ROOM.DESC"	"Atlantis Room"	"アトランティスの部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1928"	"ATLANTIS-ROOM"	"DESC"
"room.EW-PASSAGE.LDESC"	"This is a narrow east-west passageway. There is a narrow stairway\nleading down at the north end of the room."	"ここは東西に伸びる細い通路だ。北端には下へ続く細い階段がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1941"	"EW-PASSAGE"	"LDESC"
"room.EW-PASSAGE.DESC"	"East-West Passage"	"東西通路"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1943"	"EW-PASSAGE"	"DESC"
"room.ROUND-ROOM.LDESC"	"This is a circular stone room with passages in all directions. Several\nof them have unfortunately been blocked by cave-ins."	"ここは円形の石室で、あらゆる方角へ通路が伸びている。残念ながら、そのうちいくつかは落盤でふさがれている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1955"	"ROUND-ROOM"	"LDESC"
"room.ROUND-ROOM.DESC"	"Round Room"	"円形の部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1957"	"ROUND-ROOM"	"DESC"
"room.DEEP-CANYON.DESC"	"Deep Canyon"	"深い峡谷"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1967"	"DEEP-CANYON"	"DESC"
"room.DAMP-CAVE.LDESC"	"This cave has exits to the west and east, and narrows to a crack toward\nthe south. The earth is particularly damp here."	"この洞窟には西と東に出口があり、南へ行くほど細くなって裂け目になっている。ここは土がとりわけ湿っている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1979"	"DAMP-CAVE"	"LDESC"
"room.DAMP-CAVE.DESC"	"Damp Cave"	"湿った洞窟"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1981"	"DAMP-CAVE"	"DESC"
"room.DAMP-CAVE.SOUTH"	"It is too narrow for most insects."	"たいていの虫にさえ狭すぎる。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"1984"	"DAMP-CAVE"	"SOUTH"
"room.LOUD-ROOM.DESC"	"Loud Room"	"轟音の部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"1990"	"LOUD-ROOM"	"DESC"
"room.NS-PASSAGE.LDESC"	"This is a high north-south passage, which forks to the northeast."	"ここは天井の高い南北通路で、北東へ枝分かれしている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2001"	"NS-PASSAGE"	"LDESC"
"room.NS-PASSAGE.DESC"	"North-South Passage"	"南北通路"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2002"	"NS-PASSAGE"	"DESC"
"room.CHASM-ROOM.LDESC"	"A chasm runs southwest to northeast and the path follows it. You are\non the south side of the chasm, where a crack opens into a passage."	"裂け目が南西から北東へ走り、道はそれに沿って続いている。あなたは裂け目の南側におり、岩の割れ目が通路へ開いている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2011"	"CHASM-ROOM"	"LDESC"
"room.CHASM-ROOM.DESC"	"Chasm"	"裂け目"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2013"	"CHASM-ROOM"	"DESC"
"room.CHASM-ROOM.DOWN"	"Are you out of your mind?"	"正気か？"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2018"	"CHASM-ROOM"	"DOWN"
"room.ENTRANCE-TO-HADES.DESC"	"Entrance to Hades"	"冥府への入口"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2029"	"ENTRANCE-TO-HADES"	"DESC"
"room.ENTRANCE-TO-HADES.IN"	"Some invisible force prevents you from passing through the gate."	"見えない力が門を通るのを妨げている。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2032"	"ENTRANCE-TO-HADES"	"IN"
"room.ENTRANCE-TO-HADES.SOUTH"	"Some invisible force prevents you from passing through the gate."	"見えない力が門を通るのを妨げている。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2034"	"ENTRANCE-TO-HADES"	"SOUTH"
"room.LAND-OF-LIVING-DEAD.LDESC"	"You have entered the Land of the Living Dead. Thousands of lost souls\ncan be heard weeping and moaning. In the corner are stacked the remains\nof dozens of previous adventurers less fortunate than yourself.\nA passage exits to the north."	"あなたは生ける死者の国へ足を踏み入れた。何千もの迷える魂が泣き叫び、うめき声が聞こえる。隅には、あなたほど幸運でなかった何十人もの冒険者の亡骸が積み上げられている。北へ通路が続いている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2043"	"LAND-OF-LIVING-DEAD"	"LDESC"
"room.LAND-OF-LIVING-DEAD.DESC"	"Land of the Dead"	"死者の国"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2047"	"LAND-OF-LIVING-DEAD"	"DESC"
"room.ENGRAVINGS-CAVE.LDESC"	"You have entered a low cave with passages leading northwest and east."	"あなたは天井の低い洞窟に入った。通路は北西と東へ続いている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2060"	"ENGRAVINGS-CAVE"	"LDESC"
"room.ENGRAVINGS-CAVE.DESC"	"Engravings Cave"	"彫刻の洞窟"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2061"	"ENGRAVINGS-CAVE"	"DESC"
"room.EGYPT-ROOM.LDESC"	"This is a room which looks like an Egyptian tomb. There is an\nascending staircase to the west."	"ここはエジプトの墓室のように見える。西には上へ続く階段がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2069"	"EGYPT-ROOM"	"LDESC"
"room.EGYPT-ROOM.DESC"	"Egyptian Room"	"エジプトの部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2071"	"EGYPT-ROOM"	"DESC"
"room.DOME-ROOM.DESC"	"Dome Room"	"丸天井の部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2079"	"DOME-ROOM"	"DESC"
"room.DOME-ROOM.DOWN"	"You cannot go down without fracturing many bones."	"下りれば骨を何本も折ることになる。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2082"	"DOME-ROOM"	"DOWN"
"room.TORCH-ROOM.DESC"	"Torch Room"	"松明の部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2089"	"TORCH-ROOM"	"DESC"
"room.TORCH-ROOM.UP"	"You cannot reach the rope."	"ロープには手が届かない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2090"	"TORCH-ROOM"	"UP"
"room.NORTH-TEMPLE.LDESC"	"This is the north end of a large temple. On the east wall is an\nancient inscription, probably a prayer in a long-forgotten language.\nBelow the prayer is a staircase leading down. The west wall is solid\ngranite. The exit to the north end of the room is through huge\nmarble pillars."	"ここは大きな神殿の北端だ。東の壁には、とうに忘れ去られた言語で祈りを記したらしい古代の碑文がある。その下には階段があり、下へ続いている。西の壁は堅い花崗岩だ。部屋北端の出口は、巨大な大理石の柱の間を抜けている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2101"	"NORTH-TEMPLE"	"LDESC"
"room.NORTH-TEMPLE.DESC"	"Temple"	"神殿"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2106"	"NORTH-TEMPLE"	"DESC"
"room.SOUTH-TEMPLE.LDESC"	"This is the south end of a large temple. In front of you is what\nappears to be an altar. In one corner is a small hole in the floor\nwhich leads into darkness. You probably could not get back up it."	"ここは大きな神殿の南端だ。目の前には祭壇らしきものがある。隅には床に小さな穴があり、暗闇へ続いている。そこへ下りたら、おそらく戻っては来られないだろう。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2120"	"SOUTH-TEMPLE"	"LDESC"
"room.SOUTH-TEMPLE.DESC"	"Altar"	"祭壇"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2123"	"SOUTH-TEMPLE"	"DESC"
"room.SOUTH-TEMPLE.DOWN"	"You haven't a prayer of getting the coffin down there."	"その棺を下へ運べる見込みはまったくない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2127"	"SOUTH-TEMPLE"	"DOWN"
"room.DAM-ROOM.DESC"	"Dam"	"ダム"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2137"	"DAM-ROOM"	"DESC"
"room.DAM-LOBBY.LDESC"	"This room appears to have been the waiting room for groups touring\nthe dam. There are open doorways here to the north and east marked\n""Private"", and there is a path leading south over the top of the dam."	"ここはダム見学者のための待合室だったらしい。北と東には「関係者以外立入禁止」と記された、開け放しの戸口があり、南へはダムの頂上を渡る道が続いている。"	"draft"	"Privateを日本の掲示として自然に訳し、開いた戸口との対比を維持"	"1dungeon.zil"	"2150"	"DAM-LOBBY"	"LDESC"
"room.DAM-LOBBY.DESC"	"Dam Lobby"	"ダムの待合室"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2153"	"DAM-LOBBY"	"DESC"
"room.MAINTENANCE-ROOM.LDESC"	"This is what appears to have been the maintenance room for Flood\nControl Dam #3. Apparently, this room has been ransacked recently, for\nmost of the valuable equipment is gone. On the wall in front of you is a\ngroup of buttons colored blue, yellow, brown, and red. There are doorways to\nthe west and south."	"ここは第3洪水調整ダムの整備室だったらしい。最近荒らされたようで、価値のある機材はほとんどなくなっている。正面の壁には青、黄、茶、赤のボタンが並んでいる。西と南に戸口がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2162"	"MAINTENANCE-ROOM"	"LDESC"
"room.MAINTENANCE-ROOM.DESC"	"Maintenance Room"	"整備室"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2167"	"MAINTENANCE-ROOM"	"DESC"
"room.DAM-BASE.LDESC"	"You are at the base of Flood Control Dam #3, which looms above you\nand to the north. The river Frigid is flowing by here. Along the\nriver are the White Cliffs which seem to form giant walls stretching\nfrom north to south along the shores of the river as it winds its\nway downstream."	"第3洪水調整ダムのふもとにいる。巨大なダムが北側の頭上へそびえている。ここにはフリジッド川が流れている。川沿いには白い断崖がそびえ、下流へ曲がりくねる川の両岸で、南北に伸びる巨大な壁を形作っているようだ。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2179"	"DAM-BASE"	"LDESC"
"room.DAM-BASE.DESC"	"Dam Base"	"ダムのふもと"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2184"	"DAM-BASE"	"DESC"
"room.RIVER-1.LDESC"	"You are on the Frigid River in the vicinity of the Dam. The river\nflows quietly here. There is a landing on the west shore."	"あなたはダム近くのフリジッド川にいる。ここでは川は静かに流れている。西岸に船着き場がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2193"	"RIVER-1"	"LDESC"
"room.RIVER-1.DESC"	"Frigid River"	"フリジッド川"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2195"	"RIVER-1"	"DESC"
"room.RIVER-1.UP"	"You cannot go upstream due to strong currents."	"流れが強く、上流へは進めない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2196"	"RIVER-1"	"UP"
"room.RIVER-1.EAST"	"The White Cliffs prevent your landing here."	"白い崖に阻まれ、ここには上陸できない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2200"	"RIVER-1"	"EAST"
"room.RIVER-2.LDESC"	"The river turns a corner here making it impossible to see the\nDam. The White Cliffs loom on the east bank and large rocks prevent\nlanding on the west."	"川はここで曲がっており、ダムはもはや見えない。東岸には白い断崖がそびえ、西岸には大岩があって上陸できない。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2207"	"RIVER-2"	"LDESC"
"room.RIVER-2.DESC"	"Frigid River"	"フリジッド川"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2210"	"RIVER-2"	"DESC"
"room.RIVER-2.UP"	"You cannot go upstream due to strong currents."	"流れが強く、上流へは進めない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2211"	"RIVER-2"	"UP"
"room.RIVER-2.LAND"	"There is no safe landing spot here."	"ここには安全に上陸できる場所がない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2213"	"RIVER-2"	"LAND"
"room.RIVER-2.EAST"	"The White Cliffs prevent your landing here."	"白い崖に阻まれ、ここには上陸できない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2214"	"RIVER-2"	"EAST"
"room.RIVER-2.WEST"	"Just in time you steer away from the rocks."	"間一髪で進路を変え、岩を避けた。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2215"	"RIVER-2"	"WEST"
"room.RIVER-3.LDESC"	"The river descends here into a valley. There is a narrow beach on the\nwest shore below the cliffs. In the distance a faint rumbling can be\nheard."	"川はここから谷へ下っている。西岸の断崖の下には細い砂浜がある。遠くから、かすかな轟きが聞こえる。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2222"	"RIVER-3"	"LDESC"
"room.RIVER-3.DESC"	"Frigid River"	"フリジッド川"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2225"	"RIVER-3"	"DESC"
"room.RIVER-3.UP"	"You cannot go upstream due to strong currents."	"流れが強く、上流へは進めない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2226"	"RIVER-3"	"UP"
"room.WHITE-CLIFFS-NORTH.LDESC"	"You are on a narrow strip of beach which runs along the base of the\nWhite Cliffs. There is a narrow path heading south along the Cliffs\nand a tight passage leading west into the cliffs themselves."	"あなたは白い断崖のふもとに沿って伸びる細い砂浜にいる。断崖沿いに南へ向かう細道と、断崖の中へ西向きに入る狭い通路がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2236"	"WHITE-CLIFFS-NORTH"	"LDESC"
"room.WHITE-CLIFFS-NORTH.DESC"	"White Cliffs Beach"	"白い断崖の浜"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2239"	"WHITE-CLIFFS-NORTH"	"DESC"
"room.WHITE-CLIFFS-NORTH.SOUTH"	"The path is too narrow."	"道が狭すぎる。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2240"	"WHITE-CLIFFS-NORTH"	"SOUTH"
"room.WHITE-CLIFFS-NORTH.WEST"	"The path is too narrow."	"道が狭すぎる。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2241"	"WHITE-CLIFFS-NORTH"	"WEST"
"room.WHITE-CLIFFS-SOUTH.LDESC"	"You are on a rocky, narrow strip of beach beside the Cliffs. A\nnarrow path leads north along the shore."	"あなたは断崖のそばにある岩だらけの細い浜にいる。岸沿いに北へ細道が続いている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2249"	"WHITE-CLIFFS-SOUTH"	"LDESC"
"room.WHITE-CLIFFS-SOUTH.DESC"	"White Cliffs Beach"	"白い断崖の浜"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2251"	"WHITE-CLIFFS-SOUTH"	"DESC"
"room.WHITE-CLIFFS-SOUTH.NORTH"	"The path is too narrow."	"道が狭すぎる。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2253"	"WHITE-CLIFFS-SOUTH"	"NORTH"
"room.RIVER-4.LDESC"	"The river is running faster here and the sound ahead appears to be\nthat of rushing water. On the east shore is a sandy beach. A small\narea of beach can also be seen below the cliffs on the west shore."	"ここでは川の流れが速くなり、前方から激しい水音が聞こえてくる。東岸には砂浜がある。西岸の断崖の下にも小さな浜が見える。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2261"	"RIVER-4"	"LDESC"
"room.RIVER-4.DESC"	"Frigid River"	"フリジッド川"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2264"	"RIVER-4"	"DESC"
"room.RIVER-4.UP"	"You cannot go upstream due to strong currents."	"流れが強く、上流へは進めない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2265"	"RIVER-4"	"UP"
"room.RIVER-4.LAND"	"You can land either to the east or the west."	"東と西のどちらにも上陸できる。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2267"	"RIVER-4"	"LAND"
"room.RIVER-5.LDESC"	"The sound of rushing water is nearly unbearable here. On the east\nshore is a large landing area."	"ここでは激流の音が耐えがたいほど大きい。東岸には広い上陸場所がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2277"	"RIVER-5"	"LDESC"
"room.RIVER-5.DESC"	"Frigid River"	"フリジッド川"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2279"	"RIVER-5"	"DESC"
"room.RIVER-5.UP"	"You cannot go upstream due to strong currents."	"流れが強く、上流へは進めない。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2280"	"RIVER-5"	"UP"
"room.SHORE.LDESC"	"You are on the east shore of the river. The water here seems somewhat\ntreacherous. A path travels from north to south here, the south end\nquickly turning around a sharp corner."	"あなたは川の東岸にいる。ここの水面はいささか危険そうだ。道は南北に伸び、南端ですぐ鋭く曲がっている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2289"	"SHORE"	"LDESC"
"room.SHORE.DESC"	"Shore"	"川岸"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2292"	"SHORE"	"DESC"
"room.SANDY-BEACH.LDESC"	"You are on a large sandy beach on the east shore of the river, which is\nflowing quickly by. A path runs beside the river to the south here, and\na passage is partially buried in sand to the northeast."	"あなたは流れの速い川の東岸にある広い砂浜にいる。川沿いの道が南へ続き、北東には砂に半ば埋もれた通路がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2302"	"SANDY-BEACH"	"LDESC"
"room.SANDY-BEACH.DESC"	"Sandy Beach"	"砂浜"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2305"	"SANDY-BEACH"	"DESC"
"room.SANDY-CAVE.LDESC"	"This is a sand-filled cave whose exit is to the southwest."	"ここは砂で満たされた洞窟で、出口は南西にある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2314"	"SANDY-CAVE"	"LDESC"
"room.SANDY-CAVE.DESC"	"Sandy Cave"	"砂の洞窟"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2315"	"SANDY-CAVE"	"DESC"
"room.ARAGAIN-FALLS.DESC"	"Aragain Falls"	"アラゲイン滝"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2321"	"ARAGAIN-FALLS"	"DESC"
"room.ARAGAIN-FALLS.DOWN"	"It's a long way..."	"ずいぶん下まである……。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2323"	"ARAGAIN-FALLS"	"DOWN"
"room.ON-RAINBOW.LDESC"	"You are on top of a rainbow (I bet you never thought you would walk\non a rainbow), with a magnificent view of the Falls. The rainbow\ntravels east-west here."	"虹の上にいる。まさか虹の上を歩くことになるとは思わなかっただろう。ここからは滝の壮大な眺めを楽しめる。虹は東西へ伸びている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2333"	"ON-RAINBOW"	"LDESC"
"room.ON-RAINBOW.DESC"	"On the Rainbow"	"虹の上"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2336"	"ON-RAINBOW"	"DESC"
"room.END-OF-RAINBOW.LDESC"	"You are on a small, rocky beach on the continuation of the Frigid\nRiver past the Falls. The beach is narrow due to the presence of the\nWhite Cliffs. The river canyon opens here and sunlight shines in\nfrom above. A rainbow crosses over the falls to the east and a narrow\npath continues to the southwest."	"あなたは滝を越えて続くフリジッド川の、小さな岩浜にいる。白い断崖が迫っているため浜は細い。ここでは川の峡谷が開け、上から陽光が差し込んでいる。東では虹が滝をまたぎ、細い道が南西へ続いている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2345"	"END-OF-RAINBOW"	"LDESC"
"room.END-OF-RAINBOW.DESC"	"End of Rainbow"	"虹の果て"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2350"	"END-OF-RAINBOW"	"DESC"
"room.CANYON-BOTTOM.LDESC"	"You are beneath the walls of the river canyon which may be climbable\nhere. The lesser part of the runoff of Aragain Falls flows by below.\nTo the north is a narrow path."	"川の峡谷の壁の下にいる。この辺りなら壁を登れそうだ。眼下にはアラゲイン滝から分かれた小さな流れが通っている。北へ細道が続いている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2361"	"CANYON-BOTTOM"	"LDESC"
"room.CANYON-BOTTOM.DESC"	"Canyon Bottom"	"峡谷の底"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2364"	"CANYON-BOTTOM"	"DESC"
"room.CLIFF-MIDDLE.LDESC"	"You are on a ledge about halfway up the wall of the river canyon.\nYou can see from here that the main flow from Aragain Falls twists\nalong a passage which it is impossible for you to enter. Below you is the\ncanyon bottom. Above you is more cliff, which appears\nclimbable."	"あなたは川の峡谷の壁を半分ほど登った岩棚にいる。ここから見ると、アラゲイン滝の本流は曲がりくねった通路へ流れ込んでおり、そこへ入ることはできない。下には峡谷の底があり、上にはまだ登れそうな崖が続いている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2373"	"CLIFF-MIDDLE"	"LDESC"
"room.CLIFF-MIDDLE.DESC"	"Rocky Ledge"	"岩棚"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2378"	"CLIFF-MIDDLE"	"DESC"
"room.CANYON-VIEW.LDESC"	"You are at the top of the Great Canyon on its west wall. From here\nthere is a marvelous view of the canyon and parts of the Frigid River\nupstream. Across the canyon, the walls of the White Cliffs join the\nmighty ramparts of the Flathead Mountains to the east. Following the\nCanyon upstream to the north, Aragain Falls may be seen, complete with\nrainbow. The mighty Frigid River flows out from a great dark cavern. To\nthe west and south can be seen an immense forest, stretching for miles\naround. A path leads northwest. It is possible to climb down into\nthe canyon from here."	"大峡谷の西壁、その頂にいる。ここからは峡谷と、上流のフリジッド川の一部を見渡せる。峡谷の向こうでは、白い断崖が東方のフラットヘッド山脈の雄大な山壁と連なっている。峡谷を北の上流へたどれば、虹をまとったアラゲイン滝が見える。雄大なフリジッド川は巨大な暗い洞窟から流れ出している。西と南には、何マイルにもわたって広がる果てしない森が見える。道が北西へ続いている。ここから峡谷へ下りることもできる。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2387"	"CANYON-VIEW"	"LDESC"
"room.CANYON-VIEW.DESC"	"Canyon View"	"峡谷の眺め"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2396"	"CANYON-VIEW"	"DESC"
"room.CANYON-VIEW.SOUTH"	"Storm-tossed trees block your way."	"嵐になぎ倒された木々が行く手をふさいでいる。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2401"	"CANYON-VIEW"	"SOUTH"
"room.MINE-ENTRANCE.LDESC"	"You are standing at the entrance of what might have been a coal mine.\nThe shaft enters the west wall, and there is another exit on the south\nend of the room."	"あなたはかつて炭鉱だったらしい場所の入口に立っている。坑道は西の壁へ入り、部屋の南端にも出口がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2422"	"MINE-ENTRANCE"	"LDESC"
"room.MINE-ENTRANCE.DESC"	"Mine Entrance"	"炭鉱入口"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2425"	"MINE-ENTRANCE"	"DESC"
"room.SQUEEKY-ROOM.LDESC"	"You are in a small room. Strange squeaky sounds may be heard coming\nfrom the passage at the north end. You may also escape to the east."	"ここは小さな部屋だ。北端の通路から奇妙なキーキー音が聞こえてくる。東にも出口がある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2434"	"SQUEEKY-ROOM"	"LDESC"
"room.SQUEEKY-ROOM.DESC"	"Squeaky Room"	"キーキー音の部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2436"	"SQUEEKY-ROOM"	"DESC"
"room.BAT-ROOM.DESC"	"Bat Room"	"コウモリの部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2443"	"BAT-ROOM"	"DESC"
"room.SHAFT-ROOM.LDESC"	"This is a large room, in the middle of which is a small shaft\ndescending through the floor into darkness below. To the west and\nthe north are exits from this room. Constructed over the top of the\nshaft is a metal framework to which a heavy iron chain is attached."	"ここは広い部屋で、中央には床を貫いて暗闇へ下る小さな縦穴がある。西と北に出口がある。縦穴の上には金属製の枠組みが設けられ、そこに重い鉄の鎖が取り付けられている。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2452"	"SHAFT-ROOM"	"LDESC"
"room.SHAFT-ROOM.DESC"	"Shaft Room"	"縦穴の部屋"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2456"	"SHAFT-ROOM"	"DESC"
"room.SHAFT-ROOM.DOWN"	"You wouldn't fit and would die if you could."	"そこには体が入らないし、入れたとしても死んでしまう。"	"draft"	"部屋の出口専用メッセージ"	"1dungeon.zil"	"2457"	"SHAFT-ROOM"	"DOWN"
"room.SMELLY-ROOM.LDESC"	"This is a small nondescript room. However, from the direction\nof a small descending staircase a foul odor can be detected. To the\nsouth is a narrow tunnel."	"ここは特徴のない小部屋だ。しかし、下へ続く小さな階段の方からひどい悪臭が漂ってくる。南には細いトンネルがある。"	"draft"	"原文確認済み・全面再翻訳"	"1dungeon.zil"	"2466"	"SMELLY-ROOM"	"LDESC"
